Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Cameron Archer,19,eng ENG,FW,23-055,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ross Stewart,11,sct SCO,FW,28-065,29,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Ben Brereton,17,cl CHI,LW,25-149,63,1,1,0,1,0,0,4,0.0,4,2,1,1,0,1,0,0
Ryan Fraser,24,sct SCO,LW,30-203,27,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Tyler Dibling,33,eng ENG,RW,18-186,62,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,0,0
Adam Lallana,10,eng ENG,DM,36-127,28,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,1,0
Mateus Fernandes,18,pt POR,AM,20-066,80,2,0,1,1,0,0,0,,0,0,0,0,2,4,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-228,10,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Lesley Ugochukwu,26,fr FRA,DM,20-172,63,2,1,0,2,0,0,3,0.0,3,2,1,1,0,2,0,0
Maxwel Cornet,22,ci CIV,RW,27-353,27,2,2,0,2,0,0,1,0.0,1,0,0,0,0,2,1,0
Flynn Downes,4,eng ENG,DM,25-238,90,2,1,0,1,1,1,2,50.0,1,1,0,1,3,5,2,0
Kyle Walker-Peters,2,eng ENG,LB,27-154,90,3,1,1,1,1,1,2,50.0,1,0,0,0,3,6,1,0
Jan Bednarek,35,pl POL,CB,28-155,90,0,0,0,0,0,0,0,,0,4,3,1,2,2,6,0
Jack Stephens,5,eng ENG,CB,30-231,78,4,3,3,1,0,2,2,100.0,0,1,1,0,0,4,1,0
Yukinari Sugawara,16,jp JPN,RB,24-078,90,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,3,0
Aaron Ramsdale,30,eng ENG,GK,26-123,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
