Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Diogo Jota,20,pt POR,FW,28-119,74,34,0,1,9,24,7,34,1,1,100.0,0,0.0,25,105,56,2,0,2,3,2,28,10
Darwin Núñez,9,uy URU,FW,25-282,16,9,0,0,3,6,0,9,0,0,,0,,3,15,3,0,0,0,1,0,7,3
Luis Díaz,7,co COL,LW,28-079,85,74,0,0,26,50,9,74,6,5,83.3,1,16.7,50,420,264,10,3,5,5,0,60,25
Cody Gakpo,18,nl NED,LW,25-330,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,11,eg EGY,RW,32-291,89,60,0,1,13,46,8,60,5,0,0.0,5,100.0,41,198,78,2,1,1,3,2,48,11
Wataru Endo,3,jp JPN,RW,32-052,1,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-159,90,65,3,8,29,28,1,65,1,0,0.0,0,0.0,31,125,78,2,3,0,1,3,50,7
Alexis Mac Allister,10,ar ARG,DM,26-099,90,61,1,6,25,30,0,61,0,0,,0,,29,129,70,0,1,0,2,0,37,1
Ryan Gravenberch,38,nl NED,DM,22-321,90,97,3,8,55,35,2,97,3,1,33.3,2,66.7,65,352,99,2,5,2,1,2,81,4
Andrew Robertson,26,sct SCO,LB,31-022,90,72,3,12,41,21,2,72,2,2,100.0,0,0.0,42,121,42,0,1,0,1,0,47,6
Virgil van Dijk,4,nl NED,CB,33-268,90,98,12,31,66,1,0,98,0,0,,0,,43,256,168,1,1,1,0,0,60,0
Ibrahima Konaté,5,fr FRA,CB,25-312,90,74,3,28,45,1,1,74,0,0,,0,,47,220,164,2,0,0,0,0,54,0
Curtis Jones,17,eng ENG,RB,24-062,90,83,2,18,41,25,3,83,1,1,100.0,0,0.0,53,263,100,2,2,1,0,0,56,4
Caoimhín Kelleher,62,ie IRL,GK,26-130,90,42,26,41,1,0,0,42,0,0,,0,,27,122,73,0,0,0,0,0,29,0
