Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Evanilson,9,br BRA,FW,25-077,70,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Enes Ünal,26,tr TUR,FW,27-226,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dango Ouattara,11,bf BFA,LW,22-315,90,4,3,4,0,0,2,4,50.0,2,2,1,1,1,5,3,0
Antoine Semenyo,24,gh GHA,RW,24-350,88,2,2,1,1,0,0,1,0.0,1,6,0,6,0,2,1,0
David Brooks,7,wls WAL,RW,27-167,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Justin Kluivert,19,nl NED,AM,25-231,77,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
Philip Billing,29,dk DEN,AM,28-194,13,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0
Ryan Christie,10,sct SCO,DM,29-304,90,5,4,2,1,2,4,4,100.0,0,1,1,0,1,6,3,0
Tyler Adams,12,us USA,DM,25-312,88,5,4,4,0,1,3,4,75.0,1,0,0,0,3,8,2,0
James Hill,23,eng ENG,DM,22-347,2,1,0,1,0,0,0,1,0.0,1,0,0,0,1,2,1,0
Milos Kerkez,3,hu HUN,LB,21-045,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,5,0
Dean Huijsen,2,es ESP,CB,19-252,90,2,2,0,1,1,1,1,100.0,0,3,3,0,2,4,6,1
Illia Zabarnyi,27,ua UKR,CB,22-112,90,3,1,2,1,0,3,3,100.0,0,1,1,0,1,4,6,0
Adam Smith,15,eng ENG,RB,33-237,45,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,1
Lewis Cook,4,eng ENG,RB,27-323,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Kepa Arrizabalaga,13,es ESP,GK,30-080,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
