Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,25-077,70,12,12,0,0,2,0,0,0,0,0,0,0,7,0,0
Enes Ünal,26,tr TUR,FW,27-226,20,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0
Dango Ouattara,11,bf BFA,LW,22-315,90,20,20,0,0,0,0,2,0,0,0,0,0,13,0,0
Antoine Semenyo,24,gh GHA,RW,24-350,88,22,22,0,0,0,0,0,0,0,0,0,0,16,0,1
David Brooks,7,wls WAL,RW,27-167,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Justin Kluivert,19,nl NED,AM,25-231,77,16,15,1,1,0,0,0,0,0,0,0,0,12,0,0
Philip Billing,29,dk DEN,AM,28-194,13,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0
Ryan Christie,10,sct SCO,DM,29-304,90,44,40,3,1,0,1,2,0,1,1,0,0,36,1,2
Tyler Adams,12,us USA,DM,25-312,88,42,37,5,5,0,0,0,0,0,0,0,0,32,0,1
James Hill,23,eng ENG,DM,22-347,2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Milos Kerkez,3,hu HUN,LB,21-045,90,29,25,4,0,1,0,0,4,0,0,0,0,20,0,1
Dean Huijsen,2,es ESP,CB,19-252,90,39,39,0,0,0,0,1,0,0,0,0,0,34,0,0
Illia Zabarnyi,27,ua UKR,CB,22-112,90,42,42,0,0,1,0,0,0,0,0,0,0,36,0,0
Adam Smith,15,eng ENG,RB,33-237,45,21,15,6,0,0,0,2,6,0,0,0,0,17,0,0
Lewis Cook,4,eng ENG,RB,27-323,45,22,15,7,0,0,0,1,7,0,0,0,0,11,0,1
Kepa Arrizabalaga,13,es ESP,GK,30-080,90,34,20,14,2,0,0,0,0,0,0,0,0,18,0,0
