Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-092,90,0,0,0,3,1,0,1,0,0,0,0,0,2,2,3,40.0
Eberechi Eze,10,eng ENG,LW,26-091,90,0,0,0,0,3,0,2,1,0,0,0,0,9,0,6,0.0
Eddie Nketiah,9,eng ENG,"RW,AM",25-121,72,0,0,0,3,3,0,1,0,0,0,0,0,1,0,3,0.0
Jeffrey Schlupp,15,gh GHA,AM,31-280,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Tyrick Mitchell,3,eng ENG,"LM,LB",25-027,90,0,0,0,1,1,0,3,0,8,0,0,0,4,0,0,
Daichi Kamada,18,jp JPN,CM,28-054,61,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,
Ismaila Sarr,7,sn SEN,RW,26-216,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
Adam Wharton,20,eng ENG,"CM,DM",20-118,88,0,0,0,0,1,0,5,1,1,0,0,0,7,1,1,50.0
Will Hughes,19,eng ENG,DM,29-164,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,
Daniel Muñoz,12,co COL,"RM,RB",28-125,90,0,0,0,1,1,0,1,0,1,0,0,0,4,4,2,66.7
Jefferson Lerma,8,co COL,"CB,DM",29-339,90,0,0,0,0,1,0,1,1,2,0,0,0,8,4,4,50.0
Marc Guéhi,6,eng ENG,CB,24-077,90,0,0,0,0,1,0,0,1,1,0,0,0,6,6,5,54.5
Maxence Lacroix,5,fr FRA,CB,24-175,90,0,0,0,0,1,0,1,3,2,0,0,0,5,2,3,40.0
Dean Henderson,1,eng ENG,GK,27-200,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
