Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Gabriel Jesus,9,br BRA,FW,27-276,90,1,1,0,0,1,1,3,33.3,2,0,0,0,0,1,1,0
Leandro Trossard,19,be BEL,LW,30-031,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Ethan Nwaneri,53,eng ENG,RW,17-289,45,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Gabriel Martinelli,11,br BRA,RW,23-200,45,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Mikel Merino,23,es ESP,LM,28-196,90,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,2,0
Jorginho,20,it ITA,CM,33-015,63,2,0,0,2,0,1,3,33.3,2,0,0,0,0,2,0,1
Martin Ødegaard,8,no NOR,RM,26-018,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Declan Rice,41,eng ENG,"RM,CM",25-356,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
Riccardo Calafiori,33,it ITA,LB,22-230,90,2,1,1,1,0,1,1,100.0,0,0,0,0,3,5,1,0
Gabriel Magalhães,6,br BRA,CB,27-016,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
William Saliba,2,fr FRA,CB,23-286,90,2,1,1,1,0,1,2,50.0,1,2,2,0,0,2,3,0
Thomas Partey,5,gh GHA,RB,31-205,90,3,2,2,1,0,2,3,66.7,1,0,0,0,1,4,0,0
David Raya,22,es ESP,GK,29-111,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
