Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Danny Welbeck,18,eng ENG,FW,33-335,72,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Evan Ferguson,28,ie IRL,FW,20-007,18,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Georginio Rutter,14,fr FRA,FW,22-189,79,1,0,0,0,1,0,0,,0,0,0,0,1,2,0,0
Tariq Lamptey,2,gh GHA,RB,24-026,11,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
Kaoru Mitoma,22,jp JPN,LM,27-159,88,0,0,0,0,0,0,0,,0,3,0,3,1,1,0,0
Julio Enciso,10,py PAR,LM,20-277,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yasin Ayari,26,se SWE,CM,21-020,90,4,2,0,3,1,1,3,33.3,2,0,0,0,0,4,2,0
Carlos Baleba,20,cm CMR,CM,20-297,79,2,2,0,2,0,2,3,66.7,1,1,0,1,3,5,0,0
Mats Wieffer,27,nl NED,CM,24-345,11,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1
Ferdi Kadioglu,24,tr TUR,RM,25-019,71,2,1,2,0,0,1,4,25.0,3,0,0,0,0,2,0,0
Brajan Gruda,8,de GER,RM,20-148,19,2,1,0,2,0,2,2,100.0,0,1,0,1,0,2,0,0
Pervis Estupiñán,30,ec ECU,LB,26-279,90,3,3,1,1,1,1,3,33.3,2,2,1,1,2,5,6,0
Igor,3,br BRA,CB,26-262,90,0,0,0,0,0,0,0,,0,3,3,0,0,0,6,0
Jan Paul van Hecke,29,nl NED,CB,24-140,90,2,1,2,0,0,1,1,100.0,0,0,0,0,1,3,4,0
Joël Veltman,34,nl NED,"RB,CB",32-285,90,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,2,0
Bart Verbruggen,1,nl NED,GK,22-069,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
