Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Danny Welbeck,18,eng ENG,FW,33-335,72,28,1,1,13,15,7,28,3,0,0.0,3,100.0,17,71,48,1,1,1,3,2,25,5
Evan Ferguson,28,ie IRL,FW,20-007,18,5,1,1,3,1,1,5,0,0,,0,,4,17,4,1,0,1,0,0,3,0
Georginio Rutter,14,fr FRA,FW,22-189,79,39,0,4,14,23,5,39,6,2,33.3,3,50.0,19,133,102,2,3,0,3,1,29,12
Tariq Lamptey,2,gh GHA,RB,24-026,11,6,1,2,4,1,0,6,0,0,,0,,4,32,31,1,1,0,1,0,3,1
Kaoru Mitoma,22,jp JPN,LM,27-159,88,46,1,4,15,27,9,46,7,3,42.9,4,57.1,27,241,155,4,3,3,2,2,32,12
Julio Enciso,10,py PAR,LM,20-277,2,3,0,1,2,0,0,3,2,1,50.0,1,50.0,1,5,0,0,0,0,1,0,0,0
Yasin Ayari,26,se SWE,CM,21-020,90,50,2,11,14,26,2,50,1,1,100.0,0,0.0,20,121,53,2,2,1,3,2,24,7
Carlos Baleba,20,cm CMR,CM,20-297,79,56,3,11,28,19,1,56,1,1,100.0,0,0.0,29,188,74,2,3,1,1,3,28,1
Mats Wieffer,27,nl NED,CM,24-345,11,8,2,3,5,1,0,8,0,0,,0,,4,15,14,1,1,0,0,0,3,0
Ferdi Kadioglu,24,tr TUR,RM,25-019,71,30,0,6,10,15,2,30,1,1,100.0,0,0.0,24,60,18,0,0,0,1,1,24,7
Brajan Gruda,8,de GER,RM,20-148,19,7,0,0,7,0,0,7,0,0,,0,,1,4,0,0,0,0,1,1,2,0
Pervis Estupiñán,30,ec ECU,LB,26-279,90,85,6,19,38,29,2,85,0,0,,0,,37,148,86,3,5,0,1,0,47,3
Igor,3,br BRA,CB,26-262,90,89,12,40,41,10,0,89,2,2,100.0,0,0.0,62,335,242,2,3,0,1,0,69,0
Jan Paul van Hecke,29,nl NED,CB,24-140,90,82,8,21,52,9,2,82,1,0,0.0,1,100.0,59,368,305,1,2,0,1,0,62,0
Joël Veltman,34,nl NED,"RB,CB",32-285,90,57,3,15,26,16,1,57,0,0,,0,,27,114,50,1,1,1,1,0,32,1
Bart Verbruggen,1,nl NED,GK,22-069,90,46,42,46,0,0,0,46,0,0,,0,,31,87,32,0,0,0,0,0,28,0
