Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Omar Marmoush,7,eg EGY,FW,26-058,90,30,1,8,7,15,4,30,2,0,0.0,2,100.0,14,51,16,1,0,1,3,1,17,4
Phil Foden,47,eng ENG,FW,24-313,57,25,0,1,11,13,1,25,2,0,0.0,2,100.0,10,53,31,1,1,0,0,3,18,3
Jeremy Doku,11,be BEL,FW,22-314,33,12,1,2,5,5,0,12,2,1,50.0,0,0.0,11,80,69,2,0,0,0,0,12,2
Kevin De Bruyne,17,be BEL,AM,33-282,90,41,0,1,15,25,2,41,3,0,0.0,3,100.0,29,222,142,1,2,0,1,3,34,7
İlkay Gündoğan,19,de GER,LM,34-164,73,58,1,7,28,23,0,58,3,0,0.0,3,100.0,32,191,104,2,2,0,1,2,45,3
Jack Grealish,10,eng ENG,LM,29-208,17,4,1,1,3,1,0,4,0,0,,0,,3,28,6,0,2,0,1,1,3,1
Bernardo Silva,20,pt POR,RM,30-239,90,92,5,23,52,20,0,92,1,1,100.0,0,0.0,56,302,148,2,6,0,1,3,63,0
Mateo Kovačić,8,hr CRO,DM,30-335,90,85,1,15,57,14,0,85,2,1,50.0,1,50.0,63,399,229,4,6,0,0,0,71,0
Nico O’Reilly,75,eng ENG,LB,20-016,73,58,2,11,27,21,5,58,1,0,0.0,1,100.0,34,157,108,2,0,0,3,2,41,7
Rico Lewis,82,eng ENG,LB,20-136,17,19,2,8,10,1,0,19,1,0,0.0,1,100.0,13,42,14,0,0,0,0,1,12,2
Joško Gvardiol,24,hr CRO,CB,23-073,90,82,19,37,44,1,1,82,1,1,100.0,0,0.0,52,351,214,1,0,0,2,0,54,1
Rúben Dias,3,pt POR,CB,27-327,90,95,9,32,59,5,1,95,1,1,100.0,0,0.0,65,284,172,0,4,0,0,0,76,0
Matheus Nunes,27,pt POR,RB,26-222,90,77,5,22,33,22,0,77,1,0,0.0,1,100.0,49,277,121,3,3,0,2,2,52,5
Ederson,31,br BRA,GK,31-232,90,28,26,28,0,0,0,28,0,0,,0,,19,96,71,0,0,0,0,0,14,0
