Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Liam Delap,19,eng ENG,FW,21-219,58,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
George Hirst,27,sct SCO,FW,25-212,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sammie Szmodics,23,ie IRL,LW,28-356,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jack Clarke,47,eng ENG,LW,23-296,32,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Wes Burns,7,wls WAL,RW,29-296,58,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,1
Chiedozie Ogbene,21,ie IRL,RW,27-136,32,1,0,0,1,0,0,0,,0,1,0,1,1,2,0,0
Omari Hutchinson,20,eng ENG,AM,20-320,84,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Conor Chaplin,10,eng ENG,AM,27-211,6,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Kalvin Phillips,8,eng ENG,DM,28-287,90,3,1,1,2,0,2,4,50.0,2,4,0,4,3,6,4,0
Sam Morsy,5,eg EGY,DM,33-004,84,0,0,0,0,0,0,2,0.0,2,3,2,1,0,0,3,0
Massimo Luongo,25,au AUS,DM,31-355,6,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0
Leif Davis,3,eng ENG,LB,24-246,90,5,3,5,0,0,3,4,75.0,1,1,1,0,0,5,3,0
Jacob Greaves,24,eng ENG,CB,24-002,90,6,3,1,5,0,4,5,80.0,1,2,1,1,1,7,7,0
Dara O'Shea,26,ie IRL,CB,25-194,90,2,2,2,0,0,2,2,100.0,0,4,4,0,4,6,6,0
Axel Tuanzebe,40,cd COD,RB,26-305,90,3,2,3,0,0,1,2,50.0,1,1,1,0,1,4,9,0
Arijanet Muric,1,xk KVX,GK,25-312,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
