Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Raúl Jiménez,7,mx MEX,FW,33-202,70,2,1,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0
Rodrigo Muniz,9,br BRA,FW,23-203,20,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Reiss Nelson,19,eng ENG,LW,24-349,70,2,2,0,1,1,2,3,66.7,1,1,0,1,3,5,0,0
Adama Traoré,11,es ESP,RW,28-303,20,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Alex Iwobi,17,ng NGA,"RW,LW",28-204,90,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0
Emile Smith Rowe,32,eng ENG,AM,24-118,58,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0
Harry Wilson,8,wls WAL,AM,27-246,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Saša Lukić,20,rs SRB,DM,28-102,90,7,3,2,5,0,2,2,100.0,0,0,0,0,2,9,0,0
Andreas Pereira,18,br BRA,DM,28-327,58,1,1,0,1,0,1,3,33.3,2,0,0,0,1,2,0,0
Tom Cairney,10,sct SCO,DM,33-308,32,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,1
Antonee Robinson,33,us USA,LB,27-107,90,4,2,2,2,0,2,4,50.0,2,2,0,2,2,6,1,0
Calvin Bassey,3,ng NGA,CB,24-328,90,0,0,0,0,0,0,0,,0,3,1,2,1,1,3,0
Joachim Andersen,5,dk DEN,CB,28-176,90,2,2,2,0,0,0,1,0.0,1,2,1,1,0,2,0,0
Kenny Tete,2,nl NED,RB,29-045,70,3,3,2,0,1,2,3,66.7,1,2,0,2,2,5,3,0
Timothy Castagne,21,be BEL,RB,28-354,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Bernd Leno,1,de GER,GK,32-264,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
