Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-270,90,0,0,0,0,1,1,0,0,1,0,0,0,0,3,1,75.0
Matheus Cunha,10,br BRA,AM,25-159,90,0,0,0,1,1,1,3,0,1,0,0,0,3,0,1,0.0
Pablo Sarabia,21,es ESP,AM,32-175,61,0,0,0,1,0,2,1,1,2,0,0,0,1,0,2,0.0
Gonçalo Guedes,29,pt POR,RW,27-339,29,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,
João Gomes,8,br BRA,"CM,DM",23-264,90,0,0,0,0,3,0,1,1,1,0,0,0,9,1,1,50.0
Tommy Doyle,20,eng ENG,CM,23-016,62,0,0,0,0,0,0,1,1,0,0,0,0,7,0,1,0.0
Mario Lemina,5,ga GAB,DM,31-062,28,0,0,0,0,1,0,0,3,1,0,0,0,3,2,0,100.0
Rayan Aït-Nouri,3,dz ALG,"WB,LB",23-149,90,0,0,0,1,0,0,2,4,0,0,0,0,1,0,1,0.0
Nélson Semedo,22,pt POR,"WB,RB",30-352,90,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,50.0
Toti Gomes,24,pt POR,CB,25-291,62,0,0,0,0,0,0,0,2,2,0,0,0,1,3,2,60.0
Jean-Ricner Bellegarde,27,fr FRA,LW,26-128,28,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
Craig Dawson,15,eng ENG,CB,34-180,90,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,42.9
Santiago Bueno,4,uy URU,CB,25-359,90,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0.0
José Sá,1,pt POR,GK,31-290,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
