Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-270,90,26,3,3,16,7,4,26,0,0,,0,,18,37,8,0,1,0,3,1,22,5
Matheus Cunha,10,br BRA,AM,25-159,90,54,1,7,30,19,5,54,6,3,50.0,1,16.7,30,210,92,2,4,0,3,2,35,4
Pablo Sarabia,21,es ESP,AM,32-175,61,38,1,7,20,11,2,38,0,0,,0,,19,98,44,1,0,0,3,0,27,3
Gonçalo Guedes,29,pt POR,RW,27-339,29,15,0,1,8,7,1,15,0,0,,0,,9,78,40,1,1,0,2,0,13,5
João Gomes,8,br BRA,"CM,DM",23-264,90,58,0,11,38,9,1,58,4,4,100.0,0,0.0,34,242,97,3,1,0,1,2,43,5
Tommy Doyle,20,eng ENG,CM,23-016,62,53,2,16,32,5,0,53,0,0,,0,,35,142,70,2,0,0,0,0,38,0
Mario Lemina,5,ga GAB,DM,31-062,28,32,6,12,19,2,0,32,2,2,100.0,0,0.0,13,103,51,0,0,0,1,1,17,1
Rayan Aït-Nouri,3,dz ALG,"WB,LB",23-149,90,67,2,21,33,14,2,67,3,1,33.3,2,66.7,29,217,105,2,0,0,1,1,36,5
Nélson Semedo,22,pt POR,"WB,RB",30-352,90,76,3,26,38,12,1,76,4,2,50.0,0,0.0,41,257,139,2,0,1,2,1,54,6
Toti Gomes,24,pt POR,CB,25-291,62,53,3,27,24,4,1,53,2,2,100.0,0,0.0,28,172,112,0,0,0,3,0,31,1
Jean-Ricner Bellegarde,27,fr FRA,LW,26-128,28,14,1,5,5,4,0,14,1,0,0.0,1,100.0,7,38,5,0,0,0,0,0,9,2
Craig Dawson,15,eng ENG,CB,34-180,90,67,14,47,15,5,3,67,0,0,,0,,31,130,72,1,0,0,1,0,38,1
Santiago Bueno,4,uy URU,CB,25-359,90,61,8,36,25,0,0,61,1,0,0.0,1,100.0,36,150,55,0,0,0,0,1,39,0
José Sá,1,pt POR,GK,31-290,90,40,36,40,0,0,0,40,0,0,,0,,25,164,100,0,0,0,0,0,20,0
