Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-208,90,1,0,1,0,0,0,0,,0,1,0,1,0,1,1,0
Jadon Sancho,19,eng ENG,"LW,LM",24-295,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Noni Madueke,11,eng ENG,RW,22-310,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pedro Neto,7,pt POR,RM,24-311,10,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Cole Palmer,20,eng ENG,"AM,CM",22-253,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Enzo Fernández,8,ar ARG,DM,23-363,90,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,1,0
Roméo Lavia,45,be BEL,DM,21-008,55,2,1,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0
Reece James,24,eng ENG,RB,25-037,35,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Marc Cucurella,3,es ESP,LB,26-176,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Levi Colwill,6,eng ENG,CB,21-323,90,1,1,0,1,0,1,1,100.0,0,0,0,0,3,4,3,0
Joshua Acheampong,34,eng ENG,CB,18-254,70,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,1,0
Tosin Adarabioyo,4,eng ENG,CB,27-112,20,2,1,1,1,0,1,1,100.0,0,1,1,0,0,2,1,0
Moisés Caicedo,25,ec ECU,"RB,DM",23-073,80,1,1,1,0,0,1,2,50.0,1,2,0,2,0,1,2,0
João Félix,14,pt POR,CM,25-065,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Robert Sánchez,1,es ESP,GK,27-057,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
