Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Ben Brereton,17,cl CHI,"FW,LW",25-135,90,36,0,0,12,24,5,36,0,0,,0,,24,145,102,4,3,2,1,1,33,8
Adam Armstrong,9,eng ENG,FW,27-203,45,10,0,1,4,5,3,10,0,0,,0,,5,14,0,0,0,0,1,2,7,3
Cameron Archer,19,eng ENG,FW,23-041,45,6,0,0,2,4,0,6,0,0,,0,,1,6,3,0,0,0,0,0,2,2
Joe Aribo,7,ng NGA,"CM,RM",28-041,81,56,1,10,27,19,2,56,2,1,50.0,0,0.0,44,287,193,6,1,2,1,1,54,6
Adam Lallana,10,eng ENG,RM,36-113,9,14,1,2,6,6,2,14,0,0,,0,,4,16,11,1,1,0,1,2,9,1
Flynn Downes,4,eng ENG,CM,25-224,90,69,5,16,33,20,2,69,2,1,50.0,1,50.0,30,263,123,3,2,0,0,1,50,2
William Smallbone,8,ie IRL,CM,24-192,45,32,0,3,17,12,2,32,0,0,,0,,13,26,7,0,0,0,3,1,17,0
Mateus Fernandes,18,pt POR,"LM,CM",20-052,45,39,0,2,15,22,4,39,0,0,,0,,18,115,88,2,1,0,0,1,31,5
Kyle Walker-Peters,2,eng ENG,"WB,LB",27-140,90,85,3,20,40,25,3,85,2,1,50.0,1,50.0,54,282,157,3,3,1,0,1,70,4
Yukinari Sugawara,16,jp JPN,"WB,RB",24-064,90,96,5,27,29,41,2,96,1,0,0.0,1,100.0,46,149,55,1,2,0,1,0,66,5
Jack Stephens,5,eng ENG,CB,30-217,90,71,13,25,40,6,1,71,1,0,0.0,1,100.0,31,102,40,0,0,0,0,0,52,0
Jan Bednarek,35,pl POL,CB,28-141,90,96,18,39,53,4,0,96,0,0,,0,,45,147,87,0,0,0,0,0,72,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-214,55,69,8,30,29,10,0,69,1,1,100.0,0,0.0,46,150,84,1,0,0,0,1,57,0
Tyler Dibling,33,eng ENG,RW,18-172,35,30,0,0,7,23,3,30,4,3,75.0,1,25.0,20,148,93,5,3,2,0,1,24,7
Aaron Ramsdale,30,eng ENG,GK,26-109,90,43,38,43,0,0,0,43,0,0,,0,,33,180,120,0,0,0,0,0,28,0
