Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ben Brereton,17,cl CHI,"FW,LW",25-135,90,29,28,1,1,0,0,0,0,0,0,0,0,25,0,2
Adam Armstrong,9,eng ENG,FW,27-203,45,8,7,1,0,0,0,0,0,0,0,0,0,7,0,1
Cameron Archer,19,eng ENG,FW,23-041,45,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0
Joe Aribo,7,ng NGA,"CM,RM",28-041,81,52,52,0,0,0,0,3,0,0,0,0,0,44,0,1
Adam Lallana,10,eng ENG,RM,36-113,9,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Flynn Downes,4,eng ENG,CM,25-224,90,59,59,0,0,2,0,0,0,0,0,0,0,51,0,1
William Smallbone,8,ie IRL,CM,24-192,45,23,18,5,0,0,0,4,1,3,2,0,0,16,0,4
Mateus Fernandes,18,pt POR,"LM,CM",20-052,45,34,32,2,0,1,0,2,0,1,0,0,0,26,0,1
Kyle Walker-Peters,2,eng ENG,"WB,LB",27-140,90,78,70,7,5,0,0,0,2,0,0,0,0,73,1,0
Yukinari Sugawara,16,jp JPN,"WB,RB",24-064,90,84,72,12,2,0,1,7,9,1,0,1,0,70,0,4
Jack Stephens,5,eng ENG,CB,30-217,90,67,61,6,0,0,0,0,1,0,0,0,0,64,0,0
Jan Bednarek,35,pl POL,CB,28-141,90,86,82,4,2,0,0,0,0,0,0,0,0,80,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-214,55,64,64,0,0,1,0,0,0,0,0,0,0,57,0,0
Tyler Dibling,33,eng ENG,RW,18-172,35,26,22,3,0,0,0,4,0,3,2,0,0,20,1,1
Aaron Ramsdale,30,eng ENG,GK,26-109,90,41,39,2,0,0,0,0,0,0,0,0,0,28,0,0
