Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Pedro Neto,7,pt POR,FW,25-000,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Christopher Nkunku,18,fr FRA,"LW,AM",27-115,88,1,1,0,1,0,1,2,50.0,1,1,0,1,1,2,1,0
Joshua Acheampong,34,eng ENG,RM,18-308,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jadon Sancho,19,eng ENG,"RW,LW",24-349,90,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,1,0
Cole Palmer,20,eng ENG,AM,22-307,72,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0
Tyrique George,32,eng ENG,RW,19-033,18,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Moisés Caicedo,25,ec ECU,"DM,CM",23-127,90,4,3,0,1,3,2,2,100.0,0,1,0,1,3,7,0,0
Enzo Fernández,8,ar ARG,"DM,CM",24-051,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Marc Cucurella,3,es ESP,"LB,LM",26-230,90,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,7,0
Levi Colwill,6,eng ENG,CB,22-011,90,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0
Tosin Adarabioyo,4,eng ENG,CB,27-166,90,1,1,1,0,0,0,0,,0,0,0,0,2,3,5,0
Wesley Fofana,29,fr FRA,RB,24-082,72,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Trevoh Chalobah,23,eng ENG,"RB,CB",25-247,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Robert Sánchez,1,es ESP,GK,27-111,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
