Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Pedro Neto,7,pt POR,FW,25-000,90,42,39,3,1,0,1,6,0,2,0,2,0,32,0,1
Christopher Nkunku,18,fr FRA,"LW,AM",27-115,88,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0
Joshua Acheampong,34,eng ENG,RM,18-308,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jadon Sancho,19,eng ENG,"RW,LW",24-349,90,45,45,0,0,0,0,3,0,0,0,0,0,37,0,1
Cole Palmer,20,eng ENG,AM,22-307,72,31,29,2,1,0,1,1,0,0,0,0,0,25,0,0
Tyrique George,32,eng ENG,RW,19-033,18,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1
Moisés Caicedo,25,ec ECU,"DM,CM",23-127,90,62,60,2,1,1,0,0,1,0,0,0,0,58,0,1
Enzo Fernández,8,ar ARG,"DM,CM",24-051,90,81,69,12,1,0,0,14,1,10,0,7,0,57,0,1
Marc Cucurella,3,es ESP,"LB,LM",26-230,90,47,43,4,1,0,0,2,3,0,0,0,0,39,0,1
Levi Colwill,6,eng ENG,CB,22-011,90,86,80,6,6,0,1,0,0,0,0,0,0,74,0,0
Tosin Adarabioyo,4,eng ENG,CB,27-166,90,68,68,0,0,0,0,0,0,0,0,0,0,60,0,0
Wesley Fofana,29,fr FRA,RB,24-082,72,62,57,5,2,0,0,0,3,0,0,0,0,59,0,0
Trevoh Chalobah,23,eng ENG,"RB,CB",25-247,18,8,5,3,0,0,0,0,3,0,0,0,0,5,0,0
Robert Sánchez,1,es ESP,GK,27-111,90,19,17,2,1,0,0,0,0,0,0,0,0,15,0,0
