Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Pedro Neto,7,pt POR,FW,25-000,90,50,0,1,15,34,4,50,5,1,20.0,2,40.0,28,175,72,4,2,3,0,3,33,7
Christopher Nkunku,18,fr FRA,"LW,AM",27-115,88,38,0,2,20,16,8,38,2,1,50.0,1,50.0,24,118,47,1,0,0,1,3,29,5
Joshua Acheampong,34,eng ENG,RM,18-308,2,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Jadon Sancho,19,eng ENG,"RW,LW",24-349,90,57,0,5,14,39,11,57,4,1,25.0,1,25.0,30,230,138,10,0,7,3,0,44,16
Cole Palmer,20,eng ENG,AM,22-307,72,42,1,3,17,24,5,41,4,4,100.0,0,0.0,26,225,98,2,2,1,3,1,33,3
Tyrique George,32,eng ENG,RW,19-033,18,8,0,1,2,5,1,8,2,1,50.0,1,50.0,6,43,24,1,0,1,0,0,5,1
Moisés Caicedo,25,ec ECU,"DM,CM",23-127,90,75,0,9,55,13,0,75,3,2,66.7,0,0.0,42,237,95,1,1,0,3,0,50,1
Enzo Fernández,8,ar ARG,"DM,CM",24-051,90,92,1,9,40,44,8,92,6,1,16.7,4,66.7,44,226,130,3,4,1,0,1,61,10
Marc Cucurella,3,es ESP,"LB,LM",26-230,90,64,6,25,21,19,4,64,0,0,,0,,25,195,139,2,2,0,2,0,37,10
Levi Colwill,6,eng ENG,CB,22-011,90,91,3,35,48,8,2,91,1,1,100.0,0,0.0,41,142,61,0,0,0,0,0,63,0
Tosin Adarabioyo,4,eng ENG,CB,27-166,90,79,7,36,40,3,2,79,0,0,,0,,40,174,83,0,0,0,1,0,61,0
Wesley Fofana,29,fr FRA,RB,24-082,72,68,3,19,40,10,1,68,2,1,50.0,0,0.0,30,261,125,3,1,0,0,1,53,0
Trevoh Chalobah,23,eng ENG,"RB,CB",25-247,18,9,1,5,4,0,0,9,0,0,,0,,2,10,2,0,0,0,0,0,4,0
Robert Sánchez,1,es ESP,GK,27-111,90,20,17,20,0,0,0,20,0,0,,0,,15,119,81,0,0,0,0,0,8,0
