Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Pedro Neto,7,pt POR,FW,25-000,90,0,0,0,1,2,0,6,0,1,0,0,0,5,2,0,100.0
Christopher Nkunku,18,fr FRA,"LW,AM",27-115,88,0,0,0,1,1,0,0,1,1,0,0,0,2,3,2,60.0
Joshua Acheampong,34,eng ENG,RM,18-308,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jadon Sancho,19,eng ENG,"RW,LW",24-349,90,0,0,0,1,1,0,3,0,0,1,0,0,4,2,0,100.0
Cole Palmer,20,eng ENG,AM,22-307,72,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,
Tyrique George,32,eng ENG,RW,19-033,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0.0
Moisés Caicedo,25,ec ECU,"DM,CM",23-127,90,0,0,0,1,4,0,0,3,3,0,0,0,8,1,0,100.0
Enzo Fernández,8,ar ARG,"DM,CM",24-051,90,0,0,0,0,1,0,14,0,0,0,0,0,5,0,0,
Marc Cucurella,3,es ESP,"LB,LM",26-230,90,0,0,0,1,1,0,2,1,1,0,0,0,4,1,1,50.0
Levi Colwill,6,eng ENG,CB,22-011,90,0,0,0,4,0,0,0,1,1,0,0,0,4,8,2,80.0
Tosin Adarabioyo,4,eng ENG,CB,27-166,90,0,0,0,1,1,0,0,2,1,0,0,0,2,2,3,40.0
Wesley Fofana,29,fr FRA,RB,24-082,72,0,0,0,1,1,0,0,1,0,0,0,0,3,2,1,66.7
Trevoh Chalobah,23,eng ENG,"RB,CB",25-247,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
Robert Sánchez,1,es ESP,GK,27-111,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
