Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Mikel Merino,23,es ESP,FW,28-249,90,24,23,0,0,0,0,0,0,0,0,0,0,18,1,0
Leandro Trossard,19,be BEL,LW,30-084,90,51,51,0,0,0,0,3,0,0,0,0,0,40,0,0
Ethan Nwaneri,53,eng ENG,RW,17-342,76,40,40,0,0,1,1,2,0,0,0,0,0,34,0,1
Raheem Sterling,30,eng ENG,RW,30-080,14,5,5,0,0,0,0,2,0,0,0,0,0,4,0,0
Declan Rice,41,eng ENG,"LM,CM",26-043,90,70,61,9,2,0,0,7,1,5,5,0,0,60,0,0
Jorginho,20,it ITA,CM,33-068,69,47,46,1,1,0,0,1,0,0,0,0,0,40,0,0
Oleksandr Zinchenko,17,ua UKR,LM,28-073,21,12,11,1,1,0,0,0,0,0,0,0,0,9,0,0
Martin Ødegaard,8,no NOR,RM,26-071,84,52,41,10,3,0,0,6,1,6,5,0,0,40,1,0
Thomas Partey,5,gh GHA,RM,31-258,6,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Riccardo Calafiori,33,it ITA,LB,22-283,45,19,17,2,1,0,0,0,1,0,0,0,0,18,0,0
Kieran Tierney,3,sct SCO,LB,27-266,45,19,18,1,0,0,0,3,1,0,0,0,0,12,0,1
Gabriel Magalhães,6,br BRA,CB,27-069,90,57,56,1,0,0,0,1,1,0,0,0,0,50,0,0
William Saliba,2,fr FRA,CB,23-339,90,79,79,0,0,0,0,0,0,0,0,0,0,71,0,0
Jurriën Timber,12,nl NED,RB,23-254,84,32,29,3,0,0,0,1,3,0,0,0,0,25,0,2
Ben White,4,eng ENG,RB,27-141,6,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0
David Raya,22,es ESP,GK,29-164,90,32,22,10,3,0,0,0,0,0,0,0,0,31,0,0
