Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-302,90,24,1,2,9,13,6,24,1,0,0.0,1,100.0,12,39,11,1,0,1,6,0,17,3
Matheus Cunha,10,br BRA,"AM,LW",25-191,90,54,0,5,30,22,2,54,6,2,33.3,4,66.7,31,184,103,4,2,2,4,0,35,7
Gonçalo Guedes,29,pt POR,AM,28-005,56,17,0,0,12,5,0,17,0,0,,0,,8,36,16,1,0,0,1,3,12,5
Hwang Hee-chan,11,kr KOR,"AM,RW",28-313,34,23,0,2,12,9,0,23,1,0,0.0,1,100.0,10,69,13,0,0,0,2,0,14,2
João Gomes,8,br BRA,CM,23-296,84,72,0,22,38,13,1,72,1,1,100.0,0,0.0,36,201,120,2,3,0,0,0,48,6
Tommy Doyle,20,eng ENG,LM,23-048,6,9,0,2,7,0,0,9,1,1,100.0,0,0.0,6,37,18,0,0,0,0,0,8,0
André,7,br BRA,"CM,RM",23-141,90,81,2,17,55,10,0,81,2,1,50.0,1,50.0,38,193,97,1,1,0,1,0,52,0
Rayan Aït-Nouri,3,dz ALG,"WB,LB",23-181,90,56,2,22,21,13,2,56,7,4,57.1,2,28.6,32,259,125,3,3,2,2,5,33,6
Matt Doherty,2,ie IRL,WB,32-323,76,66,2,16,29,21,2,66,1,0,0.0,1,100.0,33,87,22,1,0,1,2,0,44,4
Rodrigo Gomes,19,pt POR,"RB,WB",21-150,14,14,2,4,7,3,0,14,1,0,0.0,0,0.0,7,31,5,0,1,0,0,0,7,1
Santiago Bueno,4,uy URU,CB,26-025,76,59,3,19,40,0,0,59,0,0,,0,,36,191,78,0,0,0,0,0,42,0
Toti Gomes,24,pt POR,CB,25-323,14,12,0,8,4,0,0,12,0,0,,0,,2,3,1,0,0,0,0,0,8,0
Craig Dawson,15,eng ENG,CB,34-212,90,54,11,33,21,0,0,54,0,0,,0,,31,163,70,1,0,0,0,0,36,0
Mario Lemina,5,ga GAB,"CB,CM",31-094,90,60,6,25,22,13,2,60,1,0,0.0,1,100.0,31,165,70,2,1,1,1,1,43,2
José Sá,1,pt POR,GK,31-322,90,31,28,31,0,0,0,31,1,1,100.0,0,0.0,15,71,35,0,0,0,0,0,14,0
