Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-302,90,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,50.0
Matheus Cunha,10,br BRA,"AM,LW",25-191,90,0,0,0,3,3,0,8,0,1,0,0,0,6,0,0,
Gonçalo Guedes,29,pt POR,AM,28-005,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Hwang Hee-chan,11,kr KOR,"AM,RW",28-313,34,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,
João Gomes,8,br BRA,CM,23-296,84,0,0,0,2,1,0,0,1,3,0,0,0,7,0,0,
Tommy Doyle,20,eng ENG,LM,23-048,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
André,7,br BRA,"CM,RM",23-141,90,0,0,0,0,1,0,0,2,6,0,0,0,10,0,1,0.0
Rayan Aït-Nouri,3,dz ALG,"WB,LB",23-181,90,0,0,0,0,2,0,1,1,4,0,0,0,3,0,0,
Matt Doherty,2,ie IRL,WB,32-323,76,0,0,0,1,0,0,2,0,0,0,0,0,4,0,1,0.0
Rodrigo Gomes,19,pt POR,"RB,WB",21-150,14,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,
Santiago Bueno,4,uy URU,CB,26-025,76,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7
Toti Gomes,24,pt POR,CB,25-323,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Craig Dawson,15,eng ENG,CB,34-212,90,0,0,0,1,0,0,0,1,0,0,0,2,2,4,1,80.0
Mario Lemina,5,ga GAB,"CB,CM",31-094,90,0,0,0,0,1,0,1,1,2,0,0,0,2,1,0,100.0
José Sá,1,pt POR,GK,31-322,90,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
