Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-167,90,31,2,4,11,17,7,31,1,0,0.0,1,100.0,18,43,10,0,1,0,2,1,23,4
Alex Iwobi,17,ng NGA,"LW,DM,AM",28-169,90,63,2,5,35,25,1,63,2,2,100.0,0,0.0,49,267,185,4,6,0,0,1,50,6
Adama Traoré,11,es ESP,RW,28-268,67,18,0,3,5,10,4,18,1,0,0.0,0,0.0,8,77,42,3,0,0,0,0,12,2
Reiss Nelson,19,eng ENG,LW,24-314,23,25,0,1,11,14,1,25,3,0,0.0,1,33.3,19,154,69,2,2,0,0,1,19,4
Emile Smith Rowe,32,eng ENG,"AM,RW",24-083,79,44,1,14,16,14,1,44,0,0,,0,,31,123,51,1,2,1,2,1,34,3
Tom Cairney,10,sct SCO,DM,33-273,11,21,0,2,14,5,0,21,1,1,100.0,0,0.0,17,98,46,1,0,0,0,0,20,0
Sander Berge,16,no NOR,DM,26-248,79,43,2,16,24,3,0,43,0,0,,0,,22,118,50,1,1,1,0,1,23,0
Harry Wilson,8,wls WAL,RW,27-211,11,12,1,3,3,6,0,12,1,0,0.0,0,0.0,6,38,11,0,0,0,0,0,4,1
Andreas Pereira,18,br BRA,DM,28-292,67,31,0,7,12,13,2,30,1,0,0.0,0,0.0,14,84,21,0,0,0,0,2,15,1
Issa Diop,31,fr FRA,CB,27-284,23,23,1,7,13,3,2,23,0,0,,0,,12,40,23,0,1,0,1,0,17,0
Antonee Robinson,33,us USA,LB,27-072,90,65,5,21,23,21,3,65,1,0,0.0,1,100.0,32,126,55,4,2,2,2,0,33,12
Calvin Bassey,3,ng NGA,CB,24-293,90,77,16,37,38,2,0,77,0,0,,0,,57,246,106,0,1,0,1,1,61,1
Joachim Andersen,5,dk DEN,CB,28-141,63,53,11,28,23,2,0,53,0,0,,0,,31,92,43,0,0,0,0,0,34,0
Kenny Tete,2,nl NED,RB,29-010,90,51,4,19,21,12,3,51,1,0,0.0,0,0.0,28,177,83,4,2,0,1,0,30,3
Bernd Leno,1,de GER,GK,32-229,90,33,27,33,0,0,0,33,0,0,,0,,22,79,54,0,0,0,0,0,19,0
