Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,FW,33-167,90,0,0,0,2,2,0,2,1,2,0,0,0,2,4,1,80.0
Alex Iwobi,17,ng NGA,"LW,DM,AM",28-169,90,0,0,0,0,0,0,5,0,2,0,0,0,3,0,1,0.0
Adama Traoré,11,es ESP,RW,28-268,67,0,0,0,0,1,0,3,0,0,0,0,0,2,2,0,100.0
Reiss Nelson,19,eng ENG,LW,24-314,23,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,
Emile Smith Rowe,32,eng ENG,"AM,RW",24-083,79,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,50.0
Tom Cairney,10,sct SCO,DM,33-273,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Sander Berge,16,no NOR,DM,26-248,79,0,0,0,3,1,0,0,4,1,0,0,0,4,0,0,
Harry Wilson,8,wls WAL,RW,27-211,11,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,
Andreas Pereira,18,br BRA,DM,28-292,67,0,0,0,0,1,0,4,0,0,0,0,0,6,1,0,100.0
Issa Diop,31,fr FRA,CB,27-284,23,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,50.0
Antonee Robinson,33,us USA,LB,27-072,90,0,0,0,1,0,1,6,2,3,0,0,0,3,2,0,100.0
Calvin Bassey,3,ng NGA,CB,24-293,90,1,0,0,0,1,1,0,1,1,0,0,0,5,0,1,0.0
Joachim Andersen,5,dk DEN,CB,28-141,63,0,1,0,1,0,0,0,3,1,0,0,0,3,1,0,100.0
Kenny Tete,2,nl NED,RB,29-010,90,0,0,0,0,1,0,1,2,1,0,0,0,4,2,0,100.0
Bernd Leno,1,de GER,GK,32-229,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
