Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Danny Welbeck,18,eng ENG,FW,33-293,84,20,19,1,0,0,0,0,0,0,0,0,0,17,0,2
Evan Ferguson,28,ie IRL,FW,19-331,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Georginio Rutter,14,fr FRA,FW,22-147,66,23,23,0,0,1,0,0,0,0,0,0,0,15,0,2
Julio Enciso,10,py PAR,FW,20-235,24,20,17,3,1,0,0,4,0,2,1,0,0,15,0,1
Kaoru Mitoma,22,jp JPN,LM,27-117,90,42,42,0,0,0,0,4,0,0,0,0,0,28,0,2
Yasin Ayari,26,se SWE,CM,20-344,90,46,46,0,0,2,0,1,0,0,0,0,0,35,0,0
Carlos Baleba,20,cm CMR,CM,20-255,90,48,48,0,0,1,0,0,0,0,0,0,0,44,0,0
Yankuba Minteh,17,gm GAM,RM,20-054,67,33,30,2,2,1,0,7,0,0,0,0,0,23,1,2
Simon Adingra,11,ci CIV,RM,22-257,23,13,13,0,0,0,0,3,0,0,0,0,0,7,0,0
Jack Hinshelwood,41,eng ENG,LB,19-156,67,63,49,14,3,0,0,9,4,7,4,1,1,47,0,0
Ferdi Kadioglu,24,tr TUR,LB,24-343,23,20,19,1,0,0,0,0,1,0,0,0,0,16,0,1
Lewis Dunk,5,eng ENG,CB,32-298,90,93,87,6,3,0,0,0,0,0,0,0,0,83,0,0
Jan Paul van Hecke,29,nl NED,CB,24-098,90,86,82,4,4,0,0,0,0,0,0,0,0,80,0,1
Joël Veltman,34,nl NED,RB,32-243,90,71,59,12,3,0,1,1,9,0,0,0,0,64,0,0
Bart Verbruggen,1,nl NED,GK,22-027,90,38,35,3,1,0,0,0,0,0,0,0,0,37,0,0
