Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Calvert-Lewin,9,eng ENG,FW,27-161,71,11,11,0,0,0,0,0,0,0,0,0,0,6,0,1
Beto,14,gw GNB,FW,26-206,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dwight McNeil,7,eng ENG,"LW,AM",24-276,90,44,36,8,3,1,0,10,1,4,3,1,0,33,0,3
Jack Harrison,11,eng ENG,RW,27-278,56,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1
Jesper Lindstrøm,29,dk DEN,RW,24-177,34,7,6,1,0,0,0,2,0,1,0,1,0,5,0,0
Abdoulaye Doucouré,16,ml MLI,AM,31-236,56,9,6,3,0,0,0,0,0,0,0,0,0,7,0,0
Iliman Ndiaye,10,sn SEN,LW,24-171,34,10,9,1,0,0,0,1,1,0,0,0,0,7,0,1
Idrissa Gana Gueye,27,sn SEN,DM,34-333,89,28,26,2,0,1,0,0,0,0,0,0,0,24,0,0
Harrison Armstrong,45,eng ENG,DM,17-218,1,4,3,0,0,0,0,1,0,0,0,0,0,1,1,0
Tim Iroegbunam,42,eng ENG,DM,21-055,90,14,13,0,0,0,0,0,0,0,0,0,0,10,1,1
Vitaliy Mykolenko,19,ua UKR,LB,25-087,90,34,24,10,0,0,0,0,10,0,0,0,0,29,0,0
Michael Keane,5,eng ENG,CB,31-226,90,33,32,0,0,0,0,0,0,0,0,0,0,28,1,0
James Tarkowski,6,eng ENG,CB,31-279,90,33,31,2,2,0,0,0,0,0,0,0,0,24,0,1
Roman Dixon,75,eng ENG,RB,19-242,90,19,16,3,0,0,0,0,3,0,0,0,0,11,0,0
Jordan Pickford,1,eng ENG,GK,30-170,90,34,21,12,6,0,0,0,0,0,0,0,0,23,1,0
