Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Paul Onuachu,32,ng NGA,FW,30-249,90,32,32,0,0,0,1,0,0,0,0,0,0,18,0,1
Albert Grønbaek,29,dk DEN,AM,23-254,69,10,10,0,0,0,0,0,0,0,0,0,0,9,0,1
Kamaldeen Sulemana,20,gh GHA,AM,22-352,21,7,6,0,0,0,0,0,0,0,0,0,0,5,1,0
Mateus Fernandes,18,pt POR,AM,20-206,90,31,26,5,1,0,1,4,0,2,1,1,0,20,0,1
Joe Aribo,7,ng NGA,"CM,CB",28-195,90,40,40,0,0,1,0,0,0,0,0,0,0,32,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-312,80,31,31,0,0,0,0,0,0,0,0,0,0,24,0,0
Adam Lallana,10,eng ENG,CM,36-267,10,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Welington,34,br BRA,WB,23-348,80,32,28,4,0,0,0,8,4,0,0,0,0,24,0,3
Yukinari Sugawara,16,jp JPN,WB,24-218,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Walker-Peters,2,eng ENG,WB,27-294,90,47,40,7,2,0,0,1,5,0,0,0,0,42,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-002,45,32,32,0,0,0,0,0,0,0,0,0,0,27,0,0
Jack Stephens,5,eng ENG,CB,31-005,10,4,3,1,1,0,0,0,0,0,0,0,0,3,0,0
William Smallbone,8,ie IRL,CM,24-346,35,12,12,0,0,0,0,0,0,0,0,0,0,9,0,0
Jan Bednarek,35,pl POL,CB,28-295,90,48,47,0,0,0,0,0,0,0,0,0,0,41,1,0
James Bree,14,eng ENG,CB,27-113,90,49,47,2,2,0,0,1,0,0,0,0,0,46,0,0
Aaron Ramsdale,30,eng ENG,GK,26-263,90,52,36,14,5,0,0,0,0,0,0,0,0,25,2,0
