Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Cameron Archer,19,eng ENG,FW,23-259,72,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Paul Onuachu,32,ng NGA,FW,30-313,18,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Kamaldeen Sulemana,20,gh GHA,"LW,LM",23-050,90,27,27,0,0,0,0,4,0,0,0,0,0,22,0,2
Tyler Dibling,33,eng ENG,RW,19-025,72,37,36,1,0,0,0,1,1,0,0,0,0,35,0,0
Yukinari Sugawara,16,jp JPN,"RM,RW",24-282,18,12,12,0,0,0,0,2,0,0,0,0,0,9,0,0
Mateus Fernandes,18,pt POR,"AM,CM",20-270,90,47,40,7,3,0,2,1,1,0,0,0,0,39,0,2
Joe Aribo,7,ng NGA,DM,28-259,63,29,28,1,1,0,0,1,0,0,0,0,0,27,0,0
William Smallbone,8,ie IRL,"DM,CM",25-044,27,14,13,1,0,0,1,0,0,0,0,0,0,12,0,0
Lesley Ugochukwu,26,fr FRA,DM,21-011,82,44,44,0,0,0,0,0,0,0,0,0,0,36,0,1
Ross Stewart,11,sct SCO,FW,28-269,8,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Ryan Manning,3,ie IRL,LB,28-296,63,48,42,6,3,0,1,6,2,1,1,0,0,35,0,0
Welington,34,br BRA,LB,24-046,27,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Taylor Harwood-Bellis,6,eng ENG,CB,23-066,90,67,65,2,1,0,0,0,0,0,0,0,0,63,0,0
Jan Bednarek,35,pl POL,CB,28-359,90,61,58,3,3,0,0,0,0,0,0,0,0,58,0,0
Kyle Walker-Peters,2,eng ENG,RB,27-358,90,64,56,8,2,0,0,0,6,0,0,0,0,57,0,2
Aaron Ramsdale,30,eng ENG,GK,26-327,90,24,15,8,4,0,0,0,0,0,0,0,0,15,1,0
