Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Raúl Jiménez,7,mx MEX,FW,33-183,72,15,15,0,0,0,0,1,0,0,0,0,0,11,0,0
Rodrigo Muniz,9,br BRA,FW,23-184,18,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Reiss Nelson,19,eng ENG,"LW,RW",24-330,81,53,51,2,0,1,0,7,0,2,1,1,0,46,0,0
Harry Wilson,8,wls WAL,RW,27-227,9,8,7,1,0,0,0,1,0,1,1,0,0,5,0,0
Alex Iwobi,17,ng NGA,"LW,RW",28-185,90,57,56,1,0,1,1,6,1,0,0,0,0,45,0,1
Emile Smith Rowe,32,eng ENG,AM,24-099,81,64,63,1,1,1,0,1,0,0,0,0,0,61,0,1
Tom Cairney,10,sct SCO,AM,33-289,9,12,9,3,0,0,0,3,0,3,0,3,0,10,0,0
Sander Berge,16,no NOR,DM,26-264,90,74,72,2,1,0,0,0,1,0,0,0,0,68,0,2
Andreas Pereira,18,br BRA,DM,28-308,64,46,34,10,2,1,0,8,1,5,3,2,0,33,2,1
Adama Traoré,11,es ESP,DM,28-284,26,11,11,0,0,0,0,6,0,0,0,0,0,6,0,1
Antonee Robinson,33,us USA,LB,27-088,90,95,83,12,1,0,0,7,11,0,0,0,0,79,0,2
Calvin Bassey,3,ng NGA,CB,24-309,90,72,69,3,2,0,0,1,0,0,0,0,0,61,0,0
Joachim Andersen,5,dk DEN,CB,28-157,90,97,96,1,1,0,1,1,0,0,0,0,0,76,0,1
Kenny Tete,2,nl NED,RB,29-026,72,44,39,5,0,0,0,0,5,0,0,0,0,41,0,0
Timothy Castagne,21,be BEL,RB,28-335,18,15,12,3,1,0,0,1,2,0,0,0,0,11,0,0
Bernd Leno,1,de GER,GK,32-245,90,48,42,6,1,0,0,0,0,0,0,0,0,41,0,0
