Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Nicolas Jackson,15,sn SEN,FW,23-297,86,19,0,0,5,14,7,19,0,0,,0,,11,38,16,0,1,0,0,1,14,6
Christopher Nkunku,18,fr FRA,FW,27-150,4,2,0,0,1,1,0,2,0,0,,0,,1,0,0,0,0,0,0,0,2,1
Pedro Neto,7,pt POR,"LW,RW",25-035,90,69,0,3,9,57,4,69,2,0,0.0,1,50.0,44,373,152,4,2,0,2,1,47,26
Noni Madueke,11,eng ENG,RW,23-034,67,39,0,0,7,32,14,39,3,2,66.7,1,33.3,24,213,165,8,1,6,2,0,32,9
Jadon Sancho,19,eng ENG,LW,25-019,23,14,0,1,0,13,4,14,1,0,0.0,1,100.0,11,112,91,3,1,3,0,0,13,7
Cole Palmer,20,eng ENG,AM,22-342,90,74,0,1,26,47,6,74,4,1,25.0,3,75.0,48,251,138,5,3,4,2,2,55,10
Moisés Caicedo,25,ec ECU,DM,23-162,90,56,1,8,32,18,0,56,1,0,0.0,0,0.0,23,136,76,2,1,0,1,1,36,4
Enzo Fernández,8,ar ARG,DM,24-086,90,87,0,8,33,46,4,87,0,0,,0,,49,325,138,6,4,1,1,0,66,10
Marc Cucurella,3,es ESP,LB,26-265,90,53,0,13,11,29,6,53,1,0,0.0,0,0.0,17,47,15,0,1,0,0,0,28,6
Levi Colwill,6,eng ENG,CB,22-046,90,100,8,48,33,20,4,100,0,0,,0,,48,222,150,2,1,0,1,0,69,2
Tosin Adarabioyo,4,eng ENG,CB,27-201,45,61,3,24,33,4,0,61,1,1,100.0,0,0.0,35,216,158,0,1,0,0,0,48,0
Malo Gusto,27,fr FRA,RB,21-329,45,46,0,6,18,22,2,46,0,0,,0,,27,156,83,3,1,1,0,0,36,2
Trevoh Chalobah,23,eng ENG,"CB,RB",25-282,90,94,5,30,42,23,3,94,0,0,,0,,46,202,97,0,0,0,0,0,72,2
Robert Sánchez,1,es ESP,GK,27-146,90,31,25,31,0,0,0,31,0,0,,0,,21,162,104,0,0,0,0,0,20,0
