Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Liam Delap,19,eng ENG,FW,21-332,87,23,1,3,5,15,3,22,5,1,20.0,2,40.0,14,90,29,2,3,1,2,4,17,5
Ali Al Hamadi,16,iq IRQ,FW,22-310,3,2,0,0,1,1,0,2,0,0,,0,,1,4,0,0,0,0,1,1,2,1
Nathan Broadhead,33,wls WAL,LM,26-275,79,27,4,5,12,12,0,27,5,3,60.0,2,40.0,18,154,103,2,2,0,0,0,20,4
Jack Clarke,47,eng ENG,LM,24-043,11,4,1,1,3,1,0,4,1,1,100.0,0,0.0,2,27,24,1,1,0,1,0,2,0
Jens Cajuste,12,se SWE,CM,25-148,72,34,2,14,14,6,0,34,1,0,0.0,1,100.0,16,75,5,0,0,1,1,1,19,1
Kalvin Phillips,8,eng ENG,CM,29-034,18,6,0,2,4,0,0,6,0,0,,0,,2,5,4,0,0,0,1,0,0,0
Sam Morsy,5,eg EGY,CM,33-117,90,39,5,13,24,3,0,39,1,0,0.0,0,0.0,16,94,39,0,0,0,1,0,24,1
Sammie Szmodics,23,ie IRL,RM,29-103,72,29,2,11,10,8,3,29,0,0,,0,,12,72,22,1,0,0,3,1,13,0
Jack Taylor,14,ie IRL,RM,26-196,18,12,0,4,7,2,0,12,0,0,,0,,5,24,10,0,0,0,0,0,4,1
Leif Davis,3,eng ENG,LB,24-359,90,41,4,15,9,18,4,41,2,1,50.0,1,50.0,17,165,129,2,2,0,0,1,22,2
Jacob Greaves,24,eng ENG,CB,24-115,90,39,11,21,17,1,0,39,0,0,,0,,13,72,23,1,1,0,0,1,15,1
Luke Woolfenden,6,eng ENG,CB,26-076,90,38,10,21,17,0,0,38,0,0,,0,,18,167,78,1,0,0,0,0,20,0
Dara O'Shea,26,ie IRL,CB,25-307,90,50,11,31,16,3,1,50,0,0,,0,,9,41,15,0,0,0,1,0,19,0
Ben Johnson,18,eng ENG,RB,24-347,79,31,9,14,10,7,1,31,1,0,0.0,1,100.0,9,42,3,0,0,0,1,1,13,1
Wes Burns,7,wls WAL,RB,30-043,11,10,0,2,6,2,0,10,0,0,,0,,3,19,7,1,0,0,0,0,4,0
Christian Walton,28,eng ENG,GK,29-057,90,32,31,32,0,0,0,32,0,0,,0,,19,114,60,0,0,0,0,0,11,0
