Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Liam Delap,19,eng ENG,FW,22-014,78,21,1,2,2,18,3,21,0,0,,0,,14,127,63,2,2,2,3,0,16,3
George Hirst,27,sct SCO,FW,26-007,12,5,0,1,0,4,2,5,0,0,,0,,4,28,7,1,0,1,0,0,4,1
Jack Clarke,47,eng ENG,LW,24-091,67,25,0,4,6,16,5,25,2,0,0.0,2,100.0,16,71,27,2,0,3,2,0,15,6
Nathan Broadhead,33,wls WAL,LW,26-323,23,12,0,0,4,8,2,12,0,0,,0,,10,34,11,0,0,0,1,1,12,0
Jaden Philogene Bidace,29,eng ENG,RW,23-014,90,49,2,9,17,24,5,49,4,1,25.0,3,75.0,30,220,96,4,0,2,3,1,28,10
Omari Hutchinson,20,eng ENG,AM,21-115,90,43,0,4,13,27,6,43,2,0,0.0,2,100.0,22,184,112,4,0,2,0,2,25,6
Jens Cajuste,12,se SWE,DM,25-196,51,18,0,4,10,4,0,18,4,3,75.0,1,25.0,10,93,56,1,0,0,0,0,12,1
Jack Taylor,14,ie IRL,DM,26-244,39,25,0,3,16,6,1,25,0,0,,0,,13,96,42,1,0,0,0,0,18,0
Kalvin Phillips,8,eng ENG,DM,29-082,79,39,2,10,24,6,0,39,2,1,50.0,1,50.0,13,63,8,0,0,0,1,0,16,0
Sam Morsy,5,eg EGY,DM,33-165,11,17,0,4,11,3,0,17,0,0,,0,,13,109,65,2,1,0,0,1,15,0
Leif Davis,3,eng ENG,LB,25-041,90,56,2,17,24,16,0,56,1,0,0.0,0,0.0,32,135,73,1,2,0,0,3,36,6
Jacob Greaves,24,eng ENG,CB,24-163,90,58,7,31,23,5,0,58,0,0,,0,,40,204,87,1,3,0,0,0,41,0
Dara O'Shea,26,ie IRL,"RB,CB",25-355,90,47,2,25,19,4,2,47,0,0,,0,,26,130,52,0,0,0,0,0,31,0
Ben Godfrey,44,eng ENG,RB,27-038,45,14,1,3,8,3,0,14,0,0,,0,,4,32,26,1,0,0,0,0,6,1
Luke Woolfenden,6,eng ENG,CB,26-124,45,32,2,16,16,0,0,32,0,0,,0,,23,128,63,0,0,0,0,0,25,0
Alex Palmer,31,eng ENG,GK,28-196,90,28,22,28,0,0,0,28,0,0,,0,,12,68,25,0,0,0,0,0,10,0
