Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Nicolas Jackson,15,sn SEN,FW,23-073,90,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Pedro Neto,7,pt POR,LW,24-176,57,18,18,0,0,0,0,4,0,0,0,0,0,13,0,2
João Félix,14,pt POR,"LM,LW",24-296,33,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Noni Madueke,11,eng ENG,RW,22-175,85,27,25,2,0,0,0,2,2,0,0,0,0,24,0,1
Christopher Nkunku,18,fr FRA,RW,26-292,5,12,12,0,0,0,0,1,0,0,0,0,0,10,0,0
Cole Palmer,20,eng ENG,"AM,RM",22-118,90,47,40,7,2,0,1,5,1,3,3,0,0,36,0,0
Enzo Fernández,8,ar ARG,"DM,CM",23-228,90,79,76,3,1,2,1,1,0,1,1,0,0,65,0,2
Moisés Caicedo,25,ec ECU,"DM,RB",22-304,90,80,78,2,1,0,1,0,1,0,0,0,0,75,0,0
Marc Cucurella,3,es ESP,LB,26-041,90,83,75,8,0,0,0,1,8,0,0,0,0,74,0,0
Levi Colwill,6,eng ENG,CB,21-188,90,112,108,4,4,0,0,0,0,0,0,0,0,106,0,0
Wesley Fofana,29,fr FRA,CB,23-259,90,68,66,2,2,0,0,1,0,0,0,0,0,64,0,0
Malo Gusto,27,fr FRA,RB,21-105,73,38,35,3,1,0,0,2,2,0,0,0,0,34,0,1
Mykhailo Mudryk,10,ua UKR,LW,23-240,17,10,10,0,0,1,0,2,0,0,0,0,0,5,0,1
Robert Sánchez,1,es ESP,GK,26-288,90,36,32,4,2,0,0,0,0,0,0,0,0,32,0,0
