Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Nicolas Jackson,15,sn SEN,FW,23-073,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Pedro Neto,7,pt POR,LW,24-176,57,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
João Félix,14,pt POR,"LM,LW",24-296,33,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Noni Madueke,11,eng ENG,RW,22-175,85,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0
Christopher Nkunku,18,fr FRA,RW,26-292,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cole Palmer,20,eng ENG,"AM,RM",22-118,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Enzo Fernández,8,ar ARG,"DM,CM",23-228,90,3,0,0,1,2,1,1,100.0,0,1,0,1,0,3,0,0
Moisés Caicedo,25,ec ECU,"DM,RB",22-304,90,5,3,3,1,1,5,6,83.3,1,2,0,2,3,8,2,0
Marc Cucurella,3,es ESP,LB,26-041,90,0,0,0,0,0,0,1,0.0,1,2,2,0,0,0,2,0
Levi Colwill,6,eng ENG,CB,21-188,90,1,1,1,0,0,0,0,,0,1,0,1,1,2,4,0
Wesley Fofana,29,fr FRA,CB,23-259,90,1,1,0,1,0,0,1,0.0,1,4,2,2,2,3,3,0
Malo Gusto,27,fr FRA,RB,21-105,73,1,1,1,0,0,0,1,0.0,1,1,0,1,1,2,1,0
Mykhailo Mudryk,10,ua UKR,LW,23-240,17,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Robert Sánchez,1,es ESP,GK,26-288,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
