Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Calvert-Lewin,9,eng ENG,FW,27-224,80,25,0,0,9,16,3,25,0,0,,0,,11,38,2,0,0,0,5,2,23,6
Beto,14,gw GNB,FW,26-269,10,7,0,0,2,5,4,7,0,0,,0,,4,25,19,1,0,1,2,0,7,2
Iliman Ndiaye,10,sn SEN,LW,24-234,90,36,1,8,11,19,0,36,3,1,33.3,2,66.7,25,201,64,1,3,0,1,2,26,7
Jack Harrison,11,eng ENG,RW,27-341,67,27,0,7,11,9,2,27,2,0,0.0,2,100.0,16,83,12,0,0,0,4,1,23,5
Jesper Lindstrøm,29,dk DEN,RW,24-240,23,10,0,3,4,3,0,10,1,0,0.0,1,100.0,5,9,6,0,0,0,0,0,6,1
Dwight McNeil,7,eng ENG,AM,24-339,85,39,0,2,18,19,1,39,3,2,66.7,1,33.3,21,86,21,1,2,0,2,2,31,4
Jarrad Branthwaite,32,eng ENG,CB,22-121,5,6,1,5,1,0,0,6,0,0,,0,,3,8,5,0,0,0,0,0,3,0
Idrissa Gana Gueye,27,sn SEN,DM,35-030,90,56,3,17,29,10,0,56,2,2,100.0,0,0.0,28,149,81,1,1,0,1,1,32,0
Abdoulaye Doucouré,16,ml MLI,DM,31-299,79,42,1,18,17,7,2,42,0,0,,0,,16,112,68,1,2,0,0,1,27,1
Orel Mangala,8,be BEL,DM,26-222,11,11,2,3,6,2,0,11,1,1,100.0,0,0.0,5,19,10,0,0,0,0,0,7,0
Vitaliy Mykolenko,19,ua UKR,LB,25-150,90,54,3,20,22,12,1,54,1,1,100.0,0,0.0,25,87,37,1,2,0,0,0,25,4
Michael Keane,5,eng ENG,"CB,AM",31-289,90,50,8,25,22,3,1,50,0,0,,0,,19,91,58,1,0,0,0,0,25,2
James Tarkowski,6,eng ENG,CB,31-342,90,59,12,39,17,3,2,59,0,0,,0,,25,98,73,0,0,0,0,1,37,1
Ashley Young,18,eng ENG,RB,39-109,90,61,2,30,24,7,1,61,0,0,,0,,26,135,103,1,0,0,0,0,34,0
Jordan Pickford,1,eng ENG,GK,30-233,90,47,36,47,0,0,0,47,0,0,,0,,24,181,136,0,0,0,0,0,22,0
