Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Calvert-Lewin,9,eng ENG,FW,27-224,80,0,0,0,0,2,3,0,1,1,0,0,0,0,7,2,77.8
Beto,14,gw GNB,FW,26-269,10,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,100.0
Iliman Ndiaye,10,sn SEN,LW,24-234,90,0,0,0,0,2,1,2,2,0,0,0,0,4,0,0,
Jack Harrison,11,eng ENG,RW,27-341,67,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
Jesper Lindstrøm,29,dk DEN,RW,24-240,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
Dwight McNeil,7,eng ENG,AM,24-339,85,0,0,0,0,1,0,6,1,0,0,0,0,1,1,0,100.0
Jarrad Branthwaite,32,eng ENG,CB,22-121,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Idrissa Gana Gueye,27,sn SEN,DM,35-030,90,0,0,0,1,2,0,1,2,4,0,0,0,7,2,0,100.0
Abdoulaye Doucouré,16,ml MLI,DM,31-299,79,0,0,0,1,0,0,0,1,1,0,0,0,7,2,0,100.0
Orel Mangala,8,be BEL,DM,26-222,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Vitaliy Mykolenko,19,ua UKR,LB,25-150,90,0,0,0,1,1,0,4,1,1,0,0,0,7,1,1,50.0
Michael Keane,5,eng ENG,"CB,AM",31-289,90,0,0,0,0,0,0,1,0,2,0,0,0,3,1,3,25.0
James Tarkowski,6,eng ENG,CB,31-342,90,1,0,0,2,0,0,0,0,1,0,0,0,2,1,0,100.0
Ashley Young,18,eng ENG,RB,39-109,90,0,0,0,1,0,0,0,0,2,0,0,0,3,1,1,50.0
Jordan Pickford,1,eng ENG,GK,30-233,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
