Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Calvert-Lewin,9,eng ENG,FW,27-224,80,1,1,0,1,0,0,1,0.0,1,0,0,0,1,2,0,0
Beto,14,gw GNB,FW,26-269,10,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Iliman Ndiaye,10,sn SEN,LW,24-234,90,0,0,0,0,0,0,0,,0,2,0,2,2,2,0,0
Jack Harrison,11,eng ENG,RW,27-341,67,1,0,1,0,0,1,2,50.0,1,2,0,2,0,1,0,1
Jesper Lindstrøm,29,dk DEN,RW,24-240,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dwight McNeil,7,eng ENG,AM,24-339,85,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0
Jarrad Branthwaite,32,eng ENG,CB,22-121,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Idrissa Gana Gueye,27,sn SEN,DM,35-030,90,5,4,4,0,1,3,3,100.0,0,1,0,1,2,7,0,0
Abdoulaye Doucouré,16,ml MLI,DM,31-299,79,3,1,2,1,0,1,1,100.0,0,1,0,1,1,4,0,0
Orel Mangala,8,be BEL,DM,26-222,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Vitaliy Mykolenko,19,ua UKR,LB,25-150,90,1,1,1,0,0,0,0,,0,1,0,1,1,2,3,1
Michael Keane,5,eng ENG,"CB,AM",31-289,90,3,2,1,1,1,2,3,66.7,1,3,1,2,0,3,5,0
James Tarkowski,6,eng ENG,CB,31-342,90,2,1,2,0,0,1,2,50.0,1,1,1,0,0,2,8,0
Ashley Young,18,eng ENG,RB,39-109,90,3,2,2,1,0,1,2,50.0,1,0,0,0,0,3,4,0
Jordan Pickford,1,eng ENG,GK,30-233,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
