Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rodrigo Muniz,9,br BRA,FW,23-345,56,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Raúl Jiménez,7,mx MEX,FW,33-344,34,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0
Alex Iwobi,17,ng NGA,"LW,DM",28-346,90,45,43,2,0,0,0,6,2,0,0,0,0,36,0,2
Ryan Sessegnon,30,eng ENG,RW,24-331,56,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0
Adama Traoré,11,es ESP,RW,29-079,34,15,14,0,0,0,0,2,0,0,0,0,0,10,1,0
Andreas Pereira,18,br BRA,AM,29-103,68,30,22,8,3,0,0,8,0,4,4,0,0,22,0,0
Emile Smith Rowe,32,eng ENG,AM,24-260,22,20,20,0,0,0,0,1,0,0,0,0,0,16,0,0
Saša Lukić,20,rs SRB,DM,28-244,84,41,38,3,2,0,0,1,0,0,0,0,0,37,0,0
Willian,22,br BRA,LW,36-248,6,10,9,1,0,0,0,2,0,1,1,0,0,7,0,0
Sander Berge,16,no NOR,DM,27-059,58,37,36,1,1,0,1,0,0,0,0,0,0,36,0,0
Tom Cairney,10,sct SCO,DM,34-084,32,46,42,4,0,0,0,4,0,4,2,0,0,35,0,0
Antonee Robinson,33,us USA,LB,27-249,90,59,48,11,0,0,0,6,11,0,0,0,0,42,0,2
Calvin Bassey,3,ng NGA,CB,25-104,90,58,56,2,0,0,0,0,0,0,0,0,0,49,0,1
Joachim Andersen,5,dk DEN,CB,28-318,90,63,56,7,6,0,1,0,1,0,0,0,0,43,0,1
Timothy Castagne,21,be BEL,RB,29-130,90,49,38,11,0,0,0,0,11,0,0,0,0,37,0,4
Bernd Leno,1,de GER,GK,33-041,90,30,26,4,0,0,0,0,0,0,0,0,0,26,0,0
