Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Matheus Cunha,10,br BRA,FW,25-146,66,0,0,0,0,1,0,1,0,1,0,0,0,3,1,2,33.3
Carlos Forbs,26,pt POR,FW,20-215,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jørgen Strand Larsen,9,no NOR,FW,24-257,79,0,0,0,1,0,1,0,0,0,0,0,0,2,2,5,28.6
Gonçalo Guedes,29,pt POR,FW,27-326,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Mario Lemina,5,ga GAB,CM,31-049,90,0,0,0,2,0,0,0,2,0,0,0,0,3,1,0,100.0
André,7,br BRA,CM,23-096,45,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,
Tommy Doyle,20,eng ENG,CM,23-003,45,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,100.0
João Gomes,8,br BRA,CM,23-251,89,1,0,0,3,1,0,1,1,4,0,0,0,6,1,1,50.0
Jean-Ricner Bellegarde,27,fr FRA,CM,26-115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rayan Aït-Nouri,3,dz ALG,WB,23-136,90,0,0,0,0,0,1,1,0,2,0,0,0,4,1,0,100.0
Nélson Semedo,22,pt POR,WB,30-339,90,1,0,0,1,0,0,1,0,2,0,0,0,5,0,0,
Toti Gomes,24,pt POR,CB,25-278,90,1,0,0,1,1,0,0,0,1,0,0,0,1,2,0,100.0
Craig Dawson,15,eng ENG,CB,34-167,90,0,0,0,0,0,0,0,2,0,0,0,0,1,1,2,33.3
Santiago Bueno,4,uy URU,CB,25-346,90,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,60.0
José Sá,1,pt POR,GK,31-277,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
