Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Matheus Cunha,10,br BRA,FW,25-146,66,13,11,1,0,1,0,1,0,1,0,0,1,11,1,0
Carlos Forbs,26,pt POR,FW,20-215,24,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Jørgen Strand Larsen,9,no NOR,FW,24-257,79,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
Gonçalo Guedes,29,pt POR,FW,27-326,11,5,4,1,0,0,2,0,0,0,0,0,0,4,0,0
Mario Lemina,5,ga GAB,CM,31-049,90,19,19,0,0,0,1,0,0,0,0,0,0,16,0,0
André,7,br BRA,CM,23-096,45,7,6,0,0,0,0,0,0,0,0,0,0,6,1,0
Tommy Doyle,20,eng ENG,CM,23-003,45,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0
João Gomes,8,br BRA,CM,23-251,89,17,15,2,0,0,0,1,0,0,0,0,0,10,0,1
Jean-Ricner Bellegarde,27,fr FRA,CM,26-115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-136,90,25,23,2,0,0,0,1,2,0,0,0,0,16,0,3
Nélson Semedo,22,pt POR,WB,30-339,90,22,19,3,0,0,0,1,3,0,0,0,0,16,0,0
Toti Gomes,24,pt POR,CB,25-278,90,26,20,6,0,0,0,0,6,0,0,0,0,18,0,1
Craig Dawson,15,eng ENG,CB,34-167,90,20,19,1,1,0,0,0,0,0,0,0,0,19,0,0
Santiago Bueno,4,uy URU,CB,25-346,90,20,20,0,0,0,0,0,0,0,0,0,0,14,0,1
José Sá,1,pt POR,GK,31-277,90,40,26,14,5,0,0,0,0,0,0,0,0,12,0,0
