Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-070,90,12,11,1,0,0,0,0,0,0,0,0,0,9,0,1
Son Heung-min,7,kr KOR,LW,32-138,62,42,40,2,2,0,0,2,0,0,0,0,0,31,0,2
Brennan Johnson,22,wls WAL,"LW,RW",23-184,28,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Dejan Kulusevski,21,se SWE,"RW,RM",24-212,90,24,22,2,0,0,0,5,0,2,1,0,0,17,0,1
James Maddison,10,eng ENG,LM,28-000,89,48,46,2,1,1,1,1,0,1,1,0,0,42,0,0
Timo Werner,16,de GER,"LW,LM",28-262,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Yves Bissouma,8,ml MLI,CM,28-085,90,47,44,2,2,0,0,0,0,0,0,0,0,43,1,0
Pape Matar Sarr,29,sn SEN,RM,22-070,89,31,30,0,0,0,0,0,0,0,0,0,0,26,1,1
Lucas Bergvall,15,se SWE,"LM,RM",18-295,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Destiny Udogie,13,it ITA,LB,21-361,89,45,38,7,2,0,0,0,5,0,0,0,0,36,0,3
Djed Spence,24,eng ENG,LB,24-106,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ben Davies,33,wls WAL,CB,31-213,90,66,56,9,1,0,3,0,0,0,0,0,0,54,1,1
Radu Drăgușin,6,ro ROU,CB,22-294,90,36,29,7,6,0,0,0,1,0,0,0,0,30,0,0
Pedro Porro,23,es ESP,RB,25-071,90,37,33,4,1,0,0,2,3,0,0,0,0,27,0,2
Guglielmo Vicario,1,it ITA,GK,28-047,90,58,43,15,6,0,0,0,0,0,0,0,0,51,0,0
