Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,25-037,89,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0
Tommy Doyle,20,eng ENG,AM,23-149,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0
Jean-Ricner Bellegarde,27,fr FRA,AM,26-261,68,20,20,0,0,0,1,2,0,0,0,0,0,12,0,1
Pablo Sarabia,21,es ESP,AM,32-308,22,11,10,1,0,1,0,0,0,0,0,0,0,10,0,0
Marshall Munetsi,5,zw ZIM,AM,28-266,68,22,21,1,0,0,0,3,0,0,0,0,0,19,0,0
Gonçalo Guedes,29,pt POR,"AM,FW",28-106,22,9,8,0,0,0,0,0,0,0,0,0,0,6,1,1
André,7,br BRA,CM,23-242,90,51,50,1,1,0,0,0,0,0,0,0,0,47,0,2
João Gomes,8,br BRA,CM,24-031,90,50,49,1,1,1,0,1,0,0,0,0,0,47,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-282,79,44,39,5,2,0,0,2,3,0,0,0,0,40,0,1
Santiago Bueno,4,uy URU,CB,26-126,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,22,pt POR,WB,31-119,89,34,31,3,0,0,0,2,3,0,0,0,0,27,0,1
Nasser Djiga,34,bf BFA,CB,22-120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toti Gomes,24,pt POR,"CB,WB",26-058,90,55,50,5,2,0,0,1,3,0,0,0,0,50,0,1
Emmanuel Agbadou,12,ci CIV,CB,27-271,90,49,48,1,1,0,1,0,0,0,0,0,0,41,0,0
Matt Doherty,2,ie IRL,"CB,WB",33-058,90,47,45,2,2,0,0,0,0,0,0,0,0,39,0,1
José Sá,1,pt POR,GK,32-057,90,22,14,8,5,0,0,0,0,0,0,0,0,12,0,0
