Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,25-037,89,29,0,3,16,10,2,29,2,1,50.0,1,50.0,15,28,8,0,1,0,2,1,25,2
Tommy Doyle,20,eng ENG,AM,23-149,1,3,0,0,1,2,1,3,0,0,,0,,1,0,0,0,0,0,1,0,1,1
Jean-Ricner Bellegarde,27,fr FRA,AM,26-261,68,30,0,9,11,11,2,30,3,0,0.0,2,66.7,23,192,138,4,3,2,2,0,22,6
Pablo Sarabia,21,es ESP,AM,32-308,22,14,0,1,10,3,0,14,0,0,,0,,8,17,2,0,0,0,2,0,12,1
Marshall Munetsi,5,zw ZIM,AM,28-266,68,28,0,2,19,7,0,28,0,0,,0,,19,45,24,0,0,0,4,0,21,4
Gonçalo Guedes,29,pt POR,"AM,FW",28-106,22,10,0,2,3,6,3,10,0,0,,0,,10,120,110,3,2,1,0,1,9,3
André,7,br BRA,CM,23-242,90,57,3,19,36,3,0,57,0,0,,0,,33,113,59,1,1,0,0,0,39,1
João Gomes,8,br BRA,CM,24-031,90,63,2,10,42,13,2,63,2,1,50.0,1,50.0,28,172,89,4,2,1,2,0,41,1
Rayan Aït-Nouri,3,dz ALG,WB,23-282,79,61,3,16,33,13,1,61,3,1,33.3,2,66.7,35,135,59,2,3,0,1,1,39,3
Santiago Bueno,4,uy URU,CB,26-126,11,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Nélson Semedo,22,pt POR,WB,31-119,89,46,4,15,24,9,0,46,0,0,,0,,27,121,68,3,0,0,0,1,25,1
Nasser Djiga,34,bf BFA,CB,22-120,1,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Toti Gomes,24,pt POR,"CB,WB",26-058,90,70,8,31,32,7,1,70,2,1,50.0,1,50.0,43,166,72,1,1,0,0,2,47,1
Emmanuel Agbadou,12,ci CIV,CB,27-271,90,60,13,35,26,0,0,60,0,0,,0,,35,177,73,0,0,0,0,1,42,0
Matt Doherty,2,ie IRL,"CB,WB",33-058,90,59,4,32,26,2,0,59,1,0,0.0,0,0.0,33,106,53,0,0,0,1,0,36,0
José Sá,1,pt POR,GK,32-057,90,24,19,24,0,0,0,24,0,0,,0,,14,104,84,0,0,0,0,0,7,0
