Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jamie Vardy,9,eng ENG,FW,38-057,90,16,0,1,8,7,2,16,0,0,,0,,13,80,40,2,0,1,2,1,13,7
Bilal El Khannouss,11,ma MAR,AM,20-303,72,33,0,5,20,10,0,33,0,0,,0,,19,114,55,3,2,0,4,0,19,3
Facundo Buonanotte,40,ar ARG,AM,20-076,18,13,1,3,6,4,0,13,0,0,,0,,9,56,17,0,2,0,1,1,10,2
Patson Daka,20,zm ZAM,AM,26-151,83,27,0,3,19,5,0,27,3,0,0.0,2,66.7,18,59,21,1,0,0,2,0,23,2
Stephy Mavididi,10,eng ENG,LW,26-282,7,7,0,3,0,4,0,7,0,0,,0,,5,33,13,0,0,0,0,0,5,2
Boubakary Soumaré,24,fr FRA,CM,26-010,65,35,2,12,23,0,0,35,0,0,,0,,16,98,74,1,0,0,0,0,20,0
Harry Winks,8,eng ENG,"CM,DM",29-035,25,36,3,10,23,3,0,36,1,0,0.0,1,100.0,18,80,51,2,0,0,1,0,25,1
Wilfred Ndidi,6,ng NGA,"CM,DM",28-083,90,70,10,26,35,9,0,70,1,0,0.0,1,100.0,27,165,120,2,2,0,1,0,41,4
Victor Bernth Kristiansen,16,dk DEN,WB,22-083,82,22,2,8,7,8,1,22,1,1,100.0,0,0.0,12,108,74,3,2,0,0,0,12,2
Bobby De Cordova-Reid,14,jm JAM,RW,32-035,8,8,0,0,3,5,0,8,1,0,0.0,1,100.0,5,8,2,0,0,0,1,0,6,2
James Justin,2,eng ENG,WB,27-014,83,45,4,14,15,16,0,45,1,1,100.0,0,0.0,20,59,17,0,0,0,0,0,22,7
Ricardo Pereira,21,pt POR,RB,31-154,7,20,2,3,10,7,1,20,1,0,0.0,1,100.0,11,50,26,0,2,0,0,0,15,0
Luke Thomas,33,eng ENG,"CB,LB",23-272,90,59,8,28,27,4,0,59,1,0,0.0,1,100.0,28,98,59,0,0,0,1,0,34,1
Conor Coady,4,eng ENG,CB,32-012,90,76,18,43,31,2,0,76,0,0,,0,,47,244,141,1,0,0,0,2,51,0
Wout Faes,3,be BEL,CB,26-340,90,55,11,28,26,1,0,55,0,0,,0,,34,159,112,3,0,0,1,0,36,0
Mads Hermansen,30,dk DEN,GK,24-241,90,54,32,50,4,0,0,54,0,0,,0,,32,188,77,0,0,0,0,0,27,0
