Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-057,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bilal El Khannouss,11,ma MAR,AM,20-303,72,2,2,1,1,0,1,4,25.0,3,0,0,0,0,2,0,1
Facundo Buonanotte,40,ar ARG,AM,20-076,18,2,1,1,1,0,1,1,100.0,0,1,0,1,0,2,1,0
Patson Daka,20,zm ZAM,AM,26-151,83,0,0,0,0,0,0,3,0.0,3,1,0,1,1,1,0,0
Stephy Mavididi,10,eng ENG,LW,26-282,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Boubakary Soumaré,24,fr FRA,CM,26-010,65,1,0,1,0,0,0,2,0.0,2,1,1,0,1,2,2,0
Harry Winks,8,eng ENG,"CM,DM",29-035,25,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Wilfred Ndidi,6,ng NGA,"CM,DM",28-083,90,6,3,4,2,0,2,2,100.0,0,0,0,0,0,6,6,0
Victor Bernth Kristiansen,16,dk DEN,WB,22-083,82,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0
Bobby De Cordova-Reid,14,jm JAM,RW,32-035,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Justin,2,eng ENG,WB,27-014,83,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0
Ricardo Pereira,21,pt POR,RB,31-154,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Luke Thomas,33,eng ENG,"CB,LB",23-272,90,4,3,3,0,1,4,5,80.0,1,2,2,0,1,5,8,1
Conor Coady,4,eng ENG,CB,32-012,90,2,2,1,0,1,0,0,,0,3,2,1,0,2,6,0
Wout Faes,3,be BEL,CB,26-340,90,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,8,0
Mads Hermansen,30,dk DEN,GK,24-241,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
