Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,38-057,90,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0.0
Bilal El Khannouss,11,ma MAR,AM,20-303,72,0,0,0,2,1,0,5,0,2,0,0,0,2,0,1,0.0
Facundo Buonanotte,40,ar ARG,AM,20-076,18,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,
Patson Daka,20,zm ZAM,AM,26-151,83,0,0,0,2,4,1,0,1,0,0,0,0,1,2,6,25.0
Stephy Mavididi,10,eng ENG,LW,26-282,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Boubakary Soumaré,24,fr FRA,CM,26-010,65,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0.0
Harry Winks,8,eng ENG,"CM,DM",29-035,25,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
Wilfred Ndidi,6,ng NGA,"CM,DM",28-083,90,0,0,0,2,3,0,1,0,3,0,0,0,8,3,0,100.0
Victor Bernth Kristiansen,16,dk DEN,WB,22-083,82,0,0,0,1,0,0,5,2,0,0,1,0,2,1,2,33.3
Bobby De Cordova-Reid,14,jm JAM,RW,32-035,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
James Justin,2,eng ENG,WB,27-014,83,0,0,0,0,1,0,5,0,1,0,0,0,2,2,3,40.0
Ricardo Pereira,21,pt POR,RB,31-154,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Luke Thomas,33,eng ENG,"CB,LB",23-272,90,0,0,0,0,1,0,0,1,3,0,0,0,3,2,2,50.0
Conor Coady,4,eng ENG,CB,32-012,90,0,0,0,0,0,1,0,0,2,0,0,0,4,1,0,100.0
Wout Faes,3,be BEL,CB,26-340,90,0,0,0,3,1,0,0,0,0,0,0,0,3,0,4,0.0
Mads Hermansen,30,dk DEN,GK,24-241,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
