Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Kobbie Mainoo,37,eng ENG,FW,19-289,69,0,0,0,1,1,0,0,1,1,0,0,0,4,0,4,0.0
Rasmus Højlund,9,dk DEN,FW,21-364,21,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0.0
Alejandro Garnacho,17,ar ARG,LW,20-216,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Amad Diallo,16,ci CIV,"RW,RM",22-206,90,0,0,0,3,2,0,5,0,0,0,0,0,4,0,1,0.0
Diogo Dalot,20,pt POR,LM,25-321,90,0,0,0,2,0,0,2,1,1,0,0,0,5,3,2,60.0
Bruno Fernandes,8,pt POR,CM,30-147,90,1,0,0,1,2,0,14,1,0,0,0,0,5,2,1,66.7
Manuel Ugarte Ribeiro,25,uy URU,CM,23-297,86,1,0,0,1,2,0,0,1,3,0,0,0,6,0,2,0.0
Christian Eriksen,14,dk DEN,CM,32-354,4,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,100.0
Noussair Mazraoui,3,ma MAR,RM,27-080,69,0,0,0,2,1,0,0,1,0,0,0,0,7,2,1,66.7
Joshua Zirkzee,11,nl NED,RW,23-256,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Lisandro Martínez,6,ar ARG,CB,27-015,81,0,0,0,1,2,0,0,1,2,0,0,0,5,2,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-174,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,100.0
Harry Maguire,5,eng ENG,CB,31-334,90,1,0,0,1,0,0,0,4,1,0,0,0,4,6,3,66.7
Leny Yoro,15,fr FRA,CB,19-081,90,0,0,0,0,0,0,0,1,1,0,0,0,6,1,1,50.0
André Onana,24,cm CMR,GK,28-306,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
