Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kobbie Mainoo,37,eng ENG,FW,19-289,69,17,17,0,0,0,0,0,0,0,0,0,0,14,0,1
Rasmus Højlund,9,dk DEN,FW,21-364,21,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Alejandro Garnacho,17,ar ARG,LW,20-216,90,34,33,1,0,0,0,0,1,0,0,0,0,27,0,2
Amad Diallo,16,ci CIV,"RW,RM",22-206,90,52,45,7,1,0,1,5,2,4,4,0,0,43,0,1
Diogo Dalot,20,pt POR,LM,25-321,90,61,48,13,0,0,0,2,13,0,0,0,0,45,0,0
Bruno Fernandes,8,pt POR,CM,30-147,90,100,87,13,7,0,1,14,0,6,6,0,0,72,0,1
Manuel Ugarte Ribeiro,25,uy URU,CM,23-297,86,35,32,3,1,0,0,0,0,0,0,0,0,29,0,1
Christian Eriksen,14,dk DEN,CM,32-354,4,15,14,1,0,0,0,1,0,1,1,0,0,11,0,0
Noussair Mazraoui,3,ma MAR,RM,27-080,69,29,27,2,0,0,0,0,2,0,0,0,0,21,0,2
Joshua Zirkzee,11,nl NED,RW,23-256,21,14,13,1,0,0,0,0,0,0,0,0,0,9,0,0
Lisandro Martínez,6,ar ARG,CB,27-015,81,68,68,0,0,0,0,0,0,0,0,0,0,59,0,1
Matthijs de Ligt,4,nl NED,CB,25-174,9,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0
Harry Maguire,5,eng ENG,CB,31-334,90,73,66,7,2,0,0,0,0,0,0,0,0,58,0,0
Leny Yoro,15,fr FRA,CB,19-081,90,57,57,0,0,0,0,0,0,0,0,0,0,54,0,0
André Onana,24,cm CMR,GK,28-306,90,35,30,5,3,0,0,0,0,0,0,0,0,28,0,0
