Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Kai Havertz,29,de GER,FW,25-218,90,33,0,0,13,20,9,33,3,1,33.3,2,66.7,24,99,53,2,0,2,3,3,28,5
Leandro Trossard,19,be BEL,LW,30-042,76,41,0,3,7,32,9,41,4,2,50.0,2,50.0,33,196,116,5,1,3,3,0,31,12
Kieran Tierney,3,sct SCO,"LW,LB",27-224,14,4,0,0,2,2,1,4,0,0,,0,,1,15,15,1,0,1,0,0,2,0
Raheem Sterling,30,eng ENG,RW,30-038,60,43,1,2,7,35,7,43,4,0,0.0,2,50.0,31,209,116,3,1,1,3,2,29,14
Gabriel Martinelli,11,br BRA,RW,23-211,30,17,1,1,6,10,5,17,2,1,50.0,1,50.0,12,58,43,2,1,1,0,0,10,4
Declan Rice,41,eng ENG,LM,26-001,86,48,1,7,20,22,3,48,0,0,,0,,28,157,75,3,3,0,2,0,27,2
Mikel Merino,23,es ESP,LM,28-207,4,3,2,2,0,1,0,3,0,0,,0,,1,1,0,0,0,0,0,0,1,0
Thomas Partey,5,gh GHA,CM,31-216,90,58,3,14,28,16,0,58,0,0,,0,,33,130,48,0,1,0,1,1,38,0
Martin Ødegaard,8,no NOR,RM,26-029,90,69,0,3,23,44,6,69,1,1,100.0,0,0.0,47,250,110,4,2,2,0,2,52,4
Myles Lewis-Skelly,49,eng ENG,LB,18-111,86,44,1,11,28,7,0,44,1,1,100.0,0,0.0,30,170,112,3,0,0,1,1,27,1
Oleksandr Zinchenko,17,ua UKR,"LW,LB",28-031,4,4,0,0,1,3,1,4,0,0,,0,,2,2,2,0,0,0,0,0,3,0
Gabriel Magalhães,6,br BRA,CB,27-027,90,55,9,24,28,5,2,55,0,0,,0,,37,127,47,0,0,0,1,0,36,0
William Saliba,2,fr FRA,CB,23-297,90,70,5,24,39,8,0,70,2,1,50.0,1,50.0,53,259,103,1,0,0,1,1,48,0
Jurriën Timber,12,nl NED,RB,23-212,90,51,1,7,21,23,1,51,4,2,50.0,2,50.0,29,119,53,3,1,0,0,1,32,5
David Raya,22,es ESP,GK,29-122,90,34,22,30,4,0,0,34,0,0,,0,,18,82,41,0,0,0,0,0,14,0
