Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kai Havertz,29,de GER,FW,25-218,90,21,21,0,0,0,0,1,0,0,0,0,0,12,0,1
Leandro Trossard,19,be BEL,LW,30-042,76,32,32,0,0,0,0,3,0,0,0,0,0,21,0,5
Kieran Tierney,3,sct SCO,"LW,LB",27-224,14,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Raheem Sterling,30,eng ENG,RW,30-038,60,26,26,0,0,0,0,1,0,0,0,0,0,20,0,1
Gabriel Martinelli,11,br BRA,RW,23-211,30,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
Declan Rice,41,eng ENG,LM,26-001,86,42,33,9,3,0,0,8,0,5,5,0,0,33,0,0
Mikel Merino,23,es ESP,LM,28-207,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Thomas Partey,5,gh GHA,CM,31-216,90,48,47,0,0,0,0,1,0,0,0,0,0,42,1,0
Martin Ødegaard,8,no NOR,RM,26-029,90,64,55,8,2,1,0,8,0,5,4,0,0,52,1,0
Myles Lewis-Skelly,49,eng ENG,LB,18-111,86,36,33,3,0,1,0,1,3,0,0,0,0,33,0,0
Oleksandr Zinchenko,17,ua UKR,"LW,LB",28-031,4,4,3,1,0,1,0,0,1,0,0,0,0,2,0,0
Gabriel Magalhães,6,br BRA,CB,27-027,90,44,43,1,1,0,0,0,0,0,0,0,0,39,0,0
William Saliba,2,fr FRA,CB,23-297,90,58,58,0,0,0,1,0,0,0,0,0,0,51,0,0
Jurriën Timber,12,nl NED,RB,23-212,90,43,35,8,0,0,0,2,8,0,0,0,0,37,0,0
David Raya,22,es ESP,GK,29-122,90,32,20,11,3,0,0,0,0,0,0,0,0,20,1,0
