Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Michail Antonio,9,jm JAM,FW,34-213,70,0,0,0,0,1,2,4,0,0,0,0,0,2,1,2,33.3
Danny Ings,18,eng ENG,FW,32-096,20,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,50.0
Carlos Soler,4,es ESP,LW,27-299,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Crysencio Summerville,7,nl NED,"LW,LM",22-363,45,1,0,0,0,2,0,2,0,0,0,0,0,2,1,1,50.0
Jarrod Bowen,20,eng ENG,"RW,RM",27-312,90,0,0,0,1,1,1,6,0,0,0,0,0,3,1,3,25.0
Lucas Paquetá,10,br BRA,AM,27-061,45,1,0,0,3,0,0,0,1,0,0,0,0,5,1,0,100.0
Tomáš Souček,28,cz CZE,"AM,CM",29-243,45,0,0,0,0,0,0,0,2,0,0,0,0,3,5,1,83.3
Guido Rodríguez,24,ar ARG,DM,30-198,89,0,0,0,1,1,0,0,1,3,0,0,0,8,0,2,0.0
Aaron Cresswell,3,eng ENG,CB,34-317,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Edson Álvarez,19,mx MEX,"DM,CM",27-003,90,0,0,0,0,0,0,0,3,1,0,0,0,8,0,2,0.0
Emerson Palmieri,33,it ITA,LB,30-085,90,1,0,0,1,0,0,6,2,1,0,0,0,5,0,0,
Max Kilman,26,eng ENG,CB,27-157,90,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0
Konstantinos Mavropanos,15,gr GRE,CB,26-321,45,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Jean-Clair Todibo,25,fr FRA,CB,24-302,45,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0.0
Aaron Wan-Bissaka,29,eng ENG,RB,26-336,90,0,0,0,0,0,0,4,2,0,0,0,0,4,1,0,100.0
Łukasz Fabiański,1,pl POL,GK,39-192,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
