Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
João Pedro,9,br BRA,FW,23-070,79,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,33.3
Evan Ferguson,28,ie IRL,FW,20-047,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Kaoru Mitoma,22,jp JPN,"AM,LW",27-199,90,0,0,0,0,1,0,5,1,0,0,0,0,0,0,2,0.0
Matt O'Riley,33,dk DEN,AM,24-014,80,0,0,0,0,0,0,6,3,0,0,0,1,2,0,1,0.0
Georginio Rutter,14,fr FRA,AM,22-229,10,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,
Mats Wieffer,27,nl NED,"CM,DM",25-019,85,0,0,0,1,1,0,0,1,1,0,0,0,5,2,2,50.0
Brajan Gruda,8,de GER,DM,20-188,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Carlos Baleba,20,cm CMR,"CM,DM",20-337,90,0,0,0,0,1,0,0,2,1,0,0,0,8,3,1,75.0
Pervis Estupiñán,30,ec ECU,"WB,LB",26-319,90,0,0,0,1,0,0,4,1,0,0,0,0,3,1,1,50.0
Simon Adingra,11,ci CIV,"WB,RW",22-339,79,0,0,0,2,0,0,2,1,0,0,0,0,4,0,0,
Yankuba Minteh,17,gm GAM,RW,20-136,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Igor,3,br BRA,CB,26-302,90,0,0,0,1,1,0,0,0,1,0,0,0,3,0,1,0.0
Lewis Dunk,5,eng ENG,CB,33-014,90,1,0,0,1,1,1,0,0,0,0,0,0,5,3,2,60.0
Jan Paul van Hecke,29,nl NED,CB,24-180,71,1,0,0,2,0,0,1,0,2,0,0,0,3,2,2,50.0
Tariq Lamptey,2,gh GHA,RB,24-066,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Bart Verbruggen,1,nl NED,GK,22-109,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
