Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
João Pedro,9,br BRA,FW,23-070,79,20,18,2,0,0,0,0,1,0,0,0,0,12,0,2
Evan Ferguson,28,ie IRL,FW,20-047,11,6,4,2,0,0,0,0,0,0,0,0,0,5,0,0
Kaoru Mitoma,22,jp JPN,"AM,LW",27-199,90,31,30,1,0,2,0,5,1,0,0,0,0,25,0,2
Matt O'Riley,33,dk DEN,AM,24-014,80,35,26,8,2,0,0,6,0,5,4,1,0,28,1,0
Georginio Rutter,14,fr FRA,AM,22-229,10,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1
Mats Wieffer,27,nl NED,"CM,DM",25-019,85,49,47,2,1,0,0,0,1,0,0,0,0,45,0,1
Brajan Gruda,8,de GER,DM,20-188,5,6,4,2,0,0,0,1,1,1,0,1,0,3,0,0
Carlos Baleba,20,cm CMR,"CM,DM",20-337,90,33,33,0,0,0,0,0,0,0,0,0,0,27,0,0
Pervis Estupiñán,30,ec ECU,"WB,LB",26-319,90,56,42,14,0,0,1,4,14,0,0,0,0,46,0,1
Simon Adingra,11,ci CIV,"WB,RW",22-339,79,30,29,1,0,1,0,2,1,0,0,0,0,25,0,1
Yankuba Minteh,17,gm GAM,RW,20-136,11,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Igor,3,br BRA,CB,26-302,90,73,71,2,1,2,1,0,1,0,0,0,0,69,0,1
Lewis Dunk,5,eng ENG,CB,33-014,90,95,90,5,1,0,0,0,1,0,0,0,0,86,0,0
Jan Paul van Hecke,29,nl NED,CB,24-180,71,67,65,2,0,1,0,1,2,0,0,0,0,57,0,0
Tariq Lamptey,2,gh GHA,RB,24-066,19,13,12,1,0,0,0,0,1,0,0,0,0,11,0,1
Bart Verbruggen,1,nl NED,GK,22-109,90,30,30,0,0,0,0,0,0,0,0,0,0,26,0,0
