Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Richarlison,9,br BRA,FW,27-261,53,6,5,1,0,0,0,0,0,0,0,0,0,4,0,0
Mikey Moore,47,eng ENG,LW,17-168,37,14,13,1,0,0,0,3,0,1,1,0,0,8,0,1
Son Heung-min,7,kr KOR,"LW,FW",32-202,90,41,36,5,2,0,0,6,2,1,1,0,0,27,0,3
Dejan Kulusevski,21,se SWE,RW,24-276,90,43,39,1,0,1,1,5,0,1,0,0,0,32,3,2
Pape Matar Sarr,29,sn SEN,LM,22-134,53,26,24,2,0,0,0,0,1,0,0,0,0,22,0,0
Sergio Reguilón,3,es ESP,LB,28-041,37,31,22,9,1,0,0,4,7,1,0,1,0,21,0,2
Rodrigo Bentancur,30,uy URU,CM,27-215,90,54,52,2,2,0,0,0,0,0,0,0,0,48,0,0
Lucas Bergvall,15,se SWE,"RM,LM",18-359,90,43,40,3,1,0,1,0,1,0,0,0,0,39,0,1
Archie Gray,14,eng ENG,"LB,RM",18-320,89,52,42,10,5,0,0,3,5,0,0,0,0,39,0,1
Will Lankshear,42,eng ENG,RM,19-281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,33,wls WAL,CB,31-277,90,92,90,2,0,0,0,0,1,0,0,0,0,77,0,1
Radu Drăgușin,6,ro ROU,CB,22-358,90,78,77,1,1,0,0,1,0,0,0,0,0,69,0,0
Pedro Porro,23,es ESP,RB,25-135,90,94,77,15,4,0,2,12,9,2,0,2,0,68,2,3
Antonín Kinský,31,cz CZE,GK,21-319,90,31,27,4,1,0,0,0,0,0,0,0,0,29,0,0
