Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Joshua Zirkzee,11,nl NED,FW,23-291,75,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
Rasmus Højlund,9,dk DEN,FW,22-033,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,20.0
Christian Eriksen,14,dk DEN,AM,33-023,75,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,
Toby Collyer,43,eng ENG,AM,21-065,15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
Alejandro Garnacho,17,ar ARG,AM,20-251,90,0,0,0,1,3,0,3,0,1,0,0,0,5,0,0,
Casemiro,18,br BRA,CM,33-014,90,0,0,0,1,0,0,0,0,4,0,0,0,5,3,2,60.0
Bruno Fernandes,8,pt POR,CM,30-182,90,0,0,0,0,1,0,2,0,1,0,0,0,5,0,0,
Diogo Dalot,20,pt POR,WB,25-356,90,0,0,0,0,0,0,3,2,2,0,0,0,4,1,1,50.0
Noussair Mazraoui,3,ma MAR,WB,27-115,90,0,0,0,2,1,0,1,2,1,0,0,0,4,1,0,100.0
Leny Yoro,15,fr FRA,CB,19-116,45,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,50.0
Ayden Heaven,26,eng ENG,CB,18-168,45,0,0,0,1,1,0,0,1,1,0,0,0,2,1,1,50.0
Victor Lindelöf,2,se SWE,CB,30-235,90,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-209,90,0,0,0,1,1,0,1,0,2,0,0,0,4,2,0,100.0
André Onana,24,cm CMR,GK,28-341,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
