Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Joshua Zirkzee,11,nl NED,FW,23-291,75,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
Rasmus Højlund,9,dk DEN,FW,22-033,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Christian Eriksen,14,dk DEN,AM,33-023,75,1,0,0,1,0,0,2,0.0,2,2,2,0,1,2,0,0
Toby Collyer,43,eng ENG,AM,21-065,15,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Alejandro Garnacho,17,ar ARG,AM,20-251,90,3,1,2,0,1,1,1,100.0,0,0,0,0,0,3,1,0
Casemiro,18,br BRA,CM,33-014,90,9,4,7,1,1,4,5,80.0,1,3,2,1,0,9,2,0
Bruno Fernandes,8,pt POR,CM,30-182,90,2,1,0,2,0,2,5,40.0,3,1,1,0,0,2,1,0
Diogo Dalot,20,pt POR,WB,25-356,90,3,2,3,0,0,2,2,100.0,0,1,0,1,2,5,6,0
Noussair Mazraoui,3,ma MAR,WB,27-115,90,1,1,0,1,0,1,2,50.0,1,0,0,0,2,3,3,0
Leny Yoro,15,fr FRA,CB,19-116,45,4,2,4,0,0,1,1,100.0,0,1,0,1,0,4,1,0
Ayden Heaven,26,eng ENG,CB,18-168,45,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,3,0
Victor Lindelöf,2,se SWE,CB,30-235,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,1
Matthijs de Ligt,4,nl NED,CB,25-209,90,2,2,1,1,0,2,3,66.7,1,0,0,0,0,2,6,0
André Onana,24,cm CMR,GK,28-341,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
