Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Joshua Zirkzee,11,nl NED,FW,23-291,75,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
Rasmus Højlund,9,dk DEN,FW,22-033,15,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Christian Eriksen,14,dk DEN,AM,33-023,75,26,24,2,1,1,1,1,0,1,0,0,0,18,0,1
Toby Collyer,43,eng ENG,AM,21-065,15,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Alejandro Garnacho,17,ar ARG,AM,20-251,90,21,21,0,0,0,0,3,0,0,0,0,0,18,0,0
Casemiro,18,br BRA,CM,33-014,90,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
Bruno Fernandes,8,pt POR,CM,30-182,90,38,33,5,2,0,0,2,0,1,1,0,0,31,0,0
Diogo Dalot,20,pt POR,WB,25-356,90,28,24,4,0,0,0,3,4,0,0,0,0,19,0,2
Noussair Mazraoui,3,ma MAR,WB,27-115,90,26,22,4,0,1,0,1,4,0,0,0,0,19,0,0
Leny Yoro,15,fr FRA,CB,19-116,45,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0
Ayden Heaven,26,eng ENG,CB,18-168,45,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
Victor Lindelöf,2,se SWE,CB,30-235,90,21,21,0,0,0,0,0,0,0,0,0,0,19,0,0
Matthijs de Ligt,4,nl NED,CB,25-209,90,26,26,0,0,0,0,1,0,0,0,0,0,19,0,0
André Onana,24,cm CMR,GK,28-341,90,44,26,18,8,0,0,0,0,0,0,0,0,19,0,0
