Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-076,90,14,14,0,0,0,0,1,0,0,0,0,0,8,0,2
Jack Grealish,10,eng ENG,LM,29-025,61,30,30,0,0,0,0,2,0,0,0,0,0,24,0,2
Jeremy Doku,11,be BEL,LW,22-131,29,10,10,0,0,1,0,0,0,0,0,0,0,6,0,0
İlkay Gündoğan,19,de GER,"CM,LM",33-347,88,69,58,11,3,0,0,6,0,6,5,0,0,57,0,2
Matheus Nunes,27,pt POR,LM,26-039,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Foden,47,eng ENG,CM,24-130,77,45,42,3,1,2,0,3,0,2,1,0,0,41,0,2
John Stones,5,eng ENG,CB,30-130,13,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
Bernardo Silva,20,pt POR,"RM,RW",30-056,90,56,48,8,2,0,0,3,5,0,0,0,0,45,0,1
Mateo Kovačić,8,hr CRO,"DM,CM",30-152,90,87,87,0,0,0,0,0,0,0,0,0,0,78,0,2
Joško Gvardiol,24,hr CRO,LB,22-256,90,104,101,3,1,0,1,0,2,0,0,0,0,98,0,1
Rúben Dias,3,pt POR,CB,27-144,90,89,88,1,1,0,0,0,0,0,0,0,0,88,0,0
Manuel Akanji,25,ch SUI,CB,29-078,61,61,60,1,1,0,0,1,0,0,0,0,0,59,0,0
Kyle Walker,2,eng ENG,RB,34-130,29,10,8,2,1,0,0,0,1,0,0,0,0,10,0,0
Rico Lewis,82,eng ENG,"RB,RM,DM",19-319,90,55,53,2,0,0,0,0,2,0,0,0,0,49,0,1
Ederson,31,br BRA,GK,31-049,90,29,26,3,2,0,0,0,0,0,0,0,0,26,0,0
