Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Ederson,br BRA,31-049,90,4,2,2,50.0,2.5,1,4,25.0,28,3,14.3,25.7,1,0.0,19.0,11,0,0.0,3,23.8
