Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Chris Wood,11,nz NZL,FW,32-323,80,22,0,0,14,8,4,22,0,0,,0,,13,39,20,1,0,0,2,1,19,1
Taiwo Awoniyi,9,ng NGA,FW,27-074,10,6,0,1,1,4,1,6,0,0,,0,,4,10,5,0,1,0,0,1,3,1
Callum Hudson-Odoi,14,eng ENG,"LW,LM",23-353,75,38,0,8,10,21,4,38,8,6,75.0,1,12.5,27,240,156,5,2,3,2,1,27,9
Ramón Sosa,24,py PAR,LM,25-055,15,13,1,1,5,8,1,13,2,1,50.0,1,50.0,7,60,39,2,0,1,0,0,7,1
Anthony Elanga,21,se SWE,"RW,RM",22-181,75,30,0,3,6,21,2,30,2,0,0.0,1,50.0,14,173,119,4,3,3,1,2,19,7
Jota Silva,20,pt POR,RM,25-085,15,7,1,2,3,3,1,7,1,0,0.0,0,0.0,5,42,38,2,2,1,0,0,4,0
Elliot Anderson,8,eng ENG,AM,21-354,71,45,0,4,19,22,5,45,3,3,100.0,0,0.0,23,127,42,3,1,3,1,2,32,2
Neco Williams,7,wls WAL,LB,23-195,19,11,2,8,0,3,1,11,0,0,,0,,3,15,2,0,0,0,1,0,4,2
Nicolás Domínguez,16,ar ARG,"DM,CM",26-119,90,52,3,16,28,9,1,52,0,0,,0,,18,39,20,0,1,0,0,1,24,1
Ryan Yates,22,eng ENG,"DM,CM",26-339,90,48,5,9,20,19,3,48,0,0,,0,,17,35,13,0,0,0,1,0,23,1
Álex Moreno,19,es ESP,LB,31-139,71,35,4,14,10,11,2,35,1,0,0.0,1,100.0,11,80,26,1,0,0,1,0,15,2
Morato,4,br BRA,CB,23-117,19,11,4,8,2,1,0,11,1,1,100.0,0,0.0,2,14,0,0,0,0,0,0,3,0
Murillo,5,br BRA,CB,22-113,90,42,10,21,15,6,3,42,1,0,0.0,1,100.0,12,37,13,0,0,0,0,0,16,1
Nikola Milenković,31,rs SRB,CB,27-013,90,26,4,15,11,0,0,26,1,1,100.0,0,0.0,7,33,22,0,0,0,0,1,9,0
Ola Aina,34,ng NGA,RB,28-017,90,52,8,23,15,15,1,52,4,3,75.0,0,0.0,25,140,67,1,1,0,3,0,26,3
Matz Sels,26,be BEL,GK,32-242,90,26,16,26,0,0,0,26,0,0,,0,,12,76,44,0,0,0,0,0,7,0
