Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Chris Wood,11,nz NZL,FW,32-323,80,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Taiwo Awoniyi,9,ng NGA,FW,27-074,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Callum Hudson-Odoi,14,eng ENG,"LW,LM",23-353,75,3,1,1,0,2,3,3,100.0,0,0,0,0,1,4,0,0
Ramón Sosa,24,py PAR,LM,25-055,15,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Anthony Elanga,21,se SWE,"RW,RM",22-181,75,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Jota Silva,20,pt POR,RM,25-085,15,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
Elliot Anderson,8,eng ENG,AM,21-354,71,1,1,0,0,1,0,2,0.0,2,2,0,2,0,1,0,1
Neco Williams,7,wls WAL,LB,23-195,19,2,2,2,0,0,0,0,,0,1,0,1,0,2,1,0
Nicolás Domínguez,16,ar ARG,"DM,CM",26-119,90,2,0,1,1,0,1,1,100.0,0,2,0,2,3,5,2,0
Ryan Yates,22,eng ENG,"DM,CM",26-339,90,2,0,1,1,0,1,2,50.0,1,1,0,1,1,3,4,0
Álex Moreno,19,es ESP,LB,31-139,71,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,5,0
Morato,4,br BRA,CB,23-117,19,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0
Murillo,5,br BRA,CB,22-113,90,2,1,2,0,0,1,1,100.0,0,3,3,0,0,2,4,0
Nikola Milenković,31,rs SRB,CB,27-013,90,2,2,1,1,0,2,2,100.0,0,0,0,0,2,4,3,0
Ola Aina,34,ng NGA,RB,28-017,90,3,3,3,0,0,2,3,66.7,1,0,0,0,0,3,5,0
Matz Sels,26,be BEL,GK,32-242,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
