Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Leandro Trossard,19,be BEL,FW,29-286,79,17,15,2,1,0,0,0,1,0,0,0,0,13,0,0
Gabriel Jesus,9,br BRA,"RW,FW",27-165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai Havertz,29,de GER,"FW,LM",25-096,90,28,27,1,0,1,0,0,1,0,0,0,0,18,0,1
Gabriel Martinelli,11,br BRA,LM,23-089,79,23,22,1,0,0,0,3,0,1,1,0,0,15,0,1
Raheem Sterling,30,eng ENG,LW,29-282,11,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Jorginho,20,it ITA,CM,32-270,90,24,23,1,0,0,0,0,0,0,0,0,0,19,0,1
Thomas Partey,5,gh GHA,"CM,RM",31-094,90,21,21,0,0,0,1,0,0,0,0,0,0,17,0,0
Bukayo Saka,7,eng ENG,"RM,RW",23-010,85,31,24,6,0,0,0,7,1,5,3,0,2,22,1,2
Ethan Nwaneri,53,eng ENG,FW,17-178,5,5,4,0,0,0,0,0,0,0,0,0,0,3,1,0
Jurriën Timber,12,nl NED,LB,23-090,90,33,25,7,0,0,0,2,7,0,0,0,0,17,1,5
Gabriel Magalhães,6,br BRA,CB,26-271,90,25,22,3,3,0,0,0,0,0,0,0,0,20,0,1
William Saliba,2,fr FRA,CB,23-175,90,35,32,3,3,0,0,0,0,0,0,0,0,34,0,0
Ben White,4,eng ENG,RB,26-343,90,38,27,11,5,0,1,1,6,0,0,0,0,31,0,0
David Raya,22,es ESP,GK,29-000,90,38,28,10,3,0,0,0,0,0,0,0,0,25,0,0
