Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Nicolas Jackson,15,sn SEN,FW,23-219,60,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,100.0
Christopher Nkunku,18,fr FRA,FW,27-072,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,50.0
Jadon Sancho,19,eng ENG,LW,24-306,72,0,0,0,0,0,2,0,0,1,0,0,0,3,0,0,
Pedro Neto,7,pt POR,LW,24-322,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,
Noni Madueke,11,eng ENG,RW,22-321,90,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,
Cole Palmer,20,eng ENG,AM,22-264,90,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,
Enzo Fernández,8,ar ARG,DM,24-008,90,0,0,0,3,2,0,0,0,0,0,0,0,6,1,0,100.0
Moisés Caicedo,25,ec ECU,DM,23-084,90,1,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0.0
Marc Cucurella,3,es ESP,LB,26-187,90,0,0,0,1,0,0,1,0,1,0,0,0,4,0,0,
Levi Colwill,6,eng ENG,CB,21-334,90,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,33.3
Trevoh Chalobah,23,eng ENG,CB,25-204,90,0,0,0,0,1,0,0,1,1,0,0,0,5,3,2,60.0
Reece James,24,eng ENG,RB,25-048,72,0,0,0,1,0,0,1,1,1,0,0,0,3,1,0,100.0
Malo Gusto,27,fr FRA,RB,21-251,18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0
Robert Sánchez,1,es ESP,GK,27-068,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
